SUBJ_ID	#TRIAL_FLOW	trial_counter	T.CSM	T.CS_EE	T.CS_UU	ReliefChoiceCS	ReliefCS
RS24	Extinction_phase	41	0	0	1	1	0
RS24	Extinction_phase	42	1	0	0	2	51
RS24	Extinction_phase	43	0	1	0	2	49
RS24	Extinction_phase	44	0	1	0	2	50
RS24	Extinction_phase	45	1	0	0	1	0
RS24	Extinction_phase	46	0	1	0	2	49
RS25	Pavlovian_phase	1	0	1	0	1	0
RS25	Pavlovian_phase	2	1	0	0	2	88
RS25	Pavlovian_phase	3	1	0	0	2	62
RS25	Pavlovian_phase	4	0	1	0	1	0
RS25	Pavlovian_phase	5	1	0	0	2	79
RS25	Pavlovian_phase	6	0	1	0	1	0
RS25	Pavlovian_phase	7	0	0	1	1	0
RS25	Pavlovian_phase	8	0	0	1	2	65
RS25	Pavlovian_phase	9	1	0	0	2	71
RS25	Pavlovian_phase	10	0	1	0	1	0
RS25	Pavlovian_phase	11	0	0	1	2	82
RS25	Pavlovian_phase	12	0	1	0	1	0
RS25	Pavlovian_phase	13	0	1	0	1	0
RS25	Pavlovian_phase	14	0	0	1	2	72
RS25	Pavlovian_phase	15	0	0	1	2	79
RS25	Pavlovian_phase	16	0	1	0	1	0
RS25	Pavlovian_phase	17	0	1	0	1	0
RS25	Pavlovian_phase	18	1	0	0	2	86
RS25	Pavlovian_phase	19	0	1	0	1	0
RS25	Pavlovian_phase	20	0	0	1	2	84
RS25	Pavlovian_phase	21	0	1	0	1	0
RS25	Pavlovian_phase	22	1	0	0	2	83
RS25	Pavlovian_phase	23	1	0	0	2	86
RS25	Pavlovian_phase	24	0	0	1	2	85
RS25	Pavlovian_phase	25	0	1	0	1	0
RS25	Pavlovian_phase	26	0	1	0	1	0
RS25	Pavlovian_phase	27	1	0	0	2	86
RS25	Pavlovian_phase	28	0	0	1	2	91
RS25	Extinction_phase	29	0	1	0	1	0
RS25	Extinction_phase	30	0	0	1	1	0
RS25	Extinction_phase	31	1	0	0	2	65
RS25	Extinction_phase	32	1	0	0	2	81
RS25	Extinction_phase	33	0	0	1	2	86
RS25	Extinction_phase	34	0	1	0	1	0
RS25	Extinction_phase	35	0	1	0	1	0
RS25	Extinction_phase	36	0	0	1	2	80
RS25	Extinction_phase	37	0	1	0	1	0
RS25	Extinction_phase	38	1	0	0	2	82
RS25	Extinction_phase	39	0	1	0	2	46
RS25	Extinction_phase	40	0	0	1	2	80
RS25	Extinction_phase	41	0	0	1	2	78
RS25	Extinction_phase	42	1	0	0	2	79
RS25	Extinction_phase	43	0	1	0	1	0
RS25	Extinction_phase	44	0	1	0	2	38
RS25	Extinction_phase	45	1	0	0	2	80
RS25	Extinction_phase	46	0	1	0	2	52
RS26	Pavlovian_phase	1	0	1	0	1	0
RS26	Pavlovian_phase	2	0	1	0	1	0
RS26	Pavlovian_phase	3	1	0	0	2	59
RS26	Pavlovian_phase	4	1	0	0	2	61
RS26	Pavlovian_phase	5	0	1	0	1	0
RS26	Pavlovian_phase	6	0	0	1	2	62
RS26	Pavlovian_phase	7	0	0	1	2	60
RS26	Pavlovian_phase	8	0	1	0	1	0
RS26	Pavlovian_phase	9	0	1	0	1	0
RS26	Pavlovian_phase	10	1	0	0	2	56
RS26	Pavlovian_phase	11	0	1	0	1	0
RS26	Pavlovian_phase	12	0	0	1	2	74
RS26	Pavlovian_phase	13	0	0	1	2	68
RS26	Pavlovian_phase	14	0	1	0	1	0
RS26	Pavlovian_phase	15	0	1	0	1	0
RS26	Pavlovian_phase	16	0	0	1	2	73
RS26	Pavlovian_phase	17	0	0	1	2	66
RS26	Pavlovian_phase	18	0	1	0	1	0
RS26	Pavlovian_phase	19	0	0	1	2	64
RS26	Pavlovian_phase	20	0	1	0	1	0
RS26	Pavlovian_phase	21	0	0	1	2	65
RS26	Pavlovian_phase	22	0	1	0	1	0
RS26	Pavlovian_phase	23	1	0	0	2	59
RS26	Pavlovian_phase	24	1	0	0	2	61
RS26	Pavlovian_phase	25	0	1	0	1	0
RS26	Pavlovian_phase	26	1	0	0	2	61
RS26	Pavlovian_phase	27	1	0	0	2	63
RS26	Pavlovian_phase	28	1	0	0	1	0
RS26	Extinction_phase	29	0	0	1	2	62
RS26	Extinction_phase	30	0	1	0	1	0
RS26	Extinction_phase	31	0	1	0	1	0
RS26	Extinction_phase	32	1	0	0	1	0
RS26	Extinction_phase	33	1	0	0	2	80
RS26	Extinction_phase	34	0	1	0	1	0
RS26	Extinction_phase	35	1	0	0	2	70
RS26	Extinction_phase	36	0	0	1	1	0
RS26	Extinction_phase	37	0	1	0	2	62
RS26	Extinction_phase	38	0	1	0	1	0
RS26	Extinction_phase	39	0	0	1	1	0
RS26	Extinction_phase	40	0	0	1	1	0
RS26	Extinction_phase	41	1	0	0	1	0
RS26	Extinction_phase	42	0	1	0	1	0
RS26	Extinction_phase	43	1	0	0	1	0
RS26	Extinction_phase	44	0	1	0	1	0
RS26	Extinction_phase	45	0	0	1	1	0
RS26	Extinction_phase	46	0	1	0	1	0
RS27	Pavlovian_phase	1	1	0	0	2	30
RS27	Pavlovian_phase	2	0	1	0	1	0
RS27	Pavlovian_phase	3	1	0	0	2	20
RS27	Pavlovian_phase	4	0	1	0	1	0
RS27	Pavlovian_phase	5	0	1	0	1	0
RS27	Pavlovian_phase	6	1	0	0	2	38
RS27	Pavlovian_phase	7	0	1	0	1	0
RS27	Pavlovian_phase	8	0	1	0	1	0
RS27	Pavlovian_phase	9	1	0	0	2	23
RS27	Pavlovian_phase	10	0	0	1	1	0
RS27	Pavlovian_phase	11	0	0	1	2	36
RS27	Pavlovian_phase	12	0	1	0	1	0
RS27	Pavlovian_phase	13	1	0	0	2	48
RS27	Pavlovian_phase	14	0	1	0	1	0
RS27	Pavlovian_phase	15	0	0	1	2	24
RS27	Pavlovian_phase	16	0	1	0	1	0
RS27	Pavlovian_phase	17	0	1	0	1	0
RS27	Pavlovian_phase	18	1	0	0	2	32
RS27	Pavlovian_phase	19	0	0	1	2	24
RS27	Pavlovian_phase	20	0	1	0	1	0
RS27	Pavlovian_phase	21	0	0	1	2	9
RS27	Pavlovian_phase	22	0	0	1	1	0
RS27	Pavlovian_phase	23	0	1	0	1	0
RS27	Pavlovian_phase	24	0	1	0	1	0
RS27	Pavlovian_phase	25	1	0	0	2	17
RS27	Pavlovian_phase	26	0	0	1	1	0
RS27	Pavlovian_phase	27	1	0	0	2	21
RS27	Pavlovian_phase	28	0	0	1	2	7
RS27	Extinction_phase	29	0	1	0	1	0
RS27	Extinction_phase	30	1	0	0	1	0
RS27	Extinction_phase	31	1	0	0	2	26
RS27	Extinction_phase	32	0	0	1	1	0
RS27	Extinction_phase	33	1	0	0	2	14
RS27	Extinction_phase	34	0	0	1	1	0
RS27	Extinction_phase	35	1	0	0	1	0
RS27	Extinction_phase	36	0	1	0	1	0
RS27	Extinction_phase	37	0	1	0	1	0
RS27	Extinction_phase	38	0	0	1	1	0
RS27	Extinction_phase	39	0	1	0	1	0
RS27	Extinction_phase	40	0	1	0	1	0
RS27	Extinction_phase	41	0	0	1	1	0
RS27	Extinction_phase	42	0	0	1	1	0
RS27	Extinction_phase	43	0	1	0	1	0
RS27	Extinction_phase	44	0	1	0	1	0
RS27	Extinction_phase	45	1	0	0	1	0
RS27	Extinction_phase	46	0	1	0	1	0
RS28	Pavlovian_phase	1	1	0	0	2	62
RS28	Pavlovian_phase	2	0	1	0	1	0
RS28	Pavlovian_phase	3	1	0	0	2	54
RS28	Pavlovian_phase	4	0	1	0	1	0
RS28	Pavlovian_phase	5	1	0	0	2	77
RS28	Pavlovian_phase	6	1	0	0	1	0
RS28	Pavlovian_phase	7	0	1	0	1	0
RS28	Pavlovian_phase	8	0	0	1	1	0
RS28	Pavlovian_phase	9	0	1	0	1	0
RS28	Pavlovian_phase	10	0	1	0	1	0
RS28	Pavlovian_phase	11	0	0	1	1	0
RS28	Pavlovian_phase	12	0	1	0	1	0
RS28	Pavlovian_phase	13	0	0	1	1	0
RS28	Pavlovian_phase	14	0	1	0	1	0
RS28	Pavlovian_phase	15	0	0	1	2	56
RS28	Pavlovian_phase	16	1	0	0	2	69
RS28	Pavlovian_phase	17	1	0	0	2	61
RS28	Pavlovian_phase	18	0	0	1	1	0
RS28	Pavlovian_phase	19	0	0	1	2	59
RS28	Pavlovian_phase	20	1	0	0	1	0
RS28	Pavlovian_phase	21	0	0	1	2	60
RS28	Pavlovian_phase	22	0	1	0	1	0
RS28	Pavlovian_phase	23	1	0	0	2	62
RS28	Pavlovian_phase	24	0	1	0	1	0
RS28	Pavlovian_phase	25	0	1	0	1	0
RS28	Pavlovian_phase	26	0	0	1	1	0
RS28	Pavlovian_phase	27	0	1	0	1	0
RS28	Pavlovian_phase	28	0	1	0	1	0
RS28	Extinction_phase	29	0	1	0	1	0
RS28	Extinction_phase	30	1	0	0	1	0
RS28	Extinction_phase	31	0	1	0	1	0
RS28	Extinction_phase	32	1	0	0	2	56
RS28	Extinction_phase	33	0	1	0	1	0
RS28	Extinction_phase	34	0	0	1	1	0
RS28	Extinction_phase	35	1	0	0	1	0
RS28	Extinction_phase	36	0	1	0	1	0
RS28	Extinction_phase	37	1	0	0	1	0
RS28	Extinction_phase	38	0	1	0	2	60
RS28	Extinction_phase	39	1	0	0	1	0
RS28	Extinction_phase	40	0	0	1	1	0
RS28	Extinction_phase	41	0	1	0	1	0
RS28	Extinction_phase	42	0	0	1	1	0
RS28	Extinction_phase	43	0	1	0	2	52
RS28	Extinction_phase	44	0	0	1	1	0
RS28	Extinction_phase	45	0	1	0	1	0
RS28	Extinction_phase	46	0	0	1	1	0
RS29	Pavlovian_phase	1	0	1	0	2	50
RS29	Pavlovian_phase	2	0	1	0	1	0
RS29	Pavlovian_phase	3	1	0	0	1	0
RS29	Pavlovian_phase	4	1	0	0	2	68
RS29	Pavlovian_phase	5	0	1	0	1	0
RS29	Pavlovian_phase	6	0	0	1	2	49
RS29	Pavlovian_phase	7	0	0	1	2	65
RS29	Pavlovian_phase	8	0	1	0	1	0
RS29	Pavlovian_phase	9	0	0	1	2	62
RS29	Pavlovian_phase	10	1	0	0	2	64
RS29	Pavlovian_phase	11	0	1	0	1	0
RS29	Pavlovian_phase	12	0	0	1	2	68
RS29	Pavlovian_phase	13	0	1	0	1	0
RS29	Pavlovian_phase	14	0	0	1	2	66
RS29	Pavlovian_phase	15	0	1	0	1	0
RS29	Pavlovian_phase	16	0	1	0	1	0
RS29	Pavlovian_phase	17	0	0	1	2	69
RS29	Pavlovian_phase	18	0	1	0	1	0
RS29	Pavlovian_phase	19	0	1	0	1	0
RS29	Pavlovian_phase	20	1	0	0	2	68
RS29	Pavlovian_phase	21	0	1	0	1	0
RS29	Pavlovian_phase	22	0	1	0	1	0
RS29	Pavlovian_phase	23	1	0	0	2	60
RS29	Pavlovian_phase	24	0	0	1	2	61
RS29	Pavlovian_phase	25	1	0	0	2	60
RS29	Pavlovian_phase	26	1	0	0	2	58
RS29	Pavlovian_phase	27	0	0	1	2	61
RS29	Pavlovian_phase	28	1	0	0	2	61
RS29	Extinction_phase	29	1	0	0	2	59
RS29	Extinction_phase	30	0	1	0	1	0
RS29	Extinction_phase	31	1	0	0	2	67
RS29	Extinction_phase	32	0	0	1	2	64
RS29	Extinction_phase	33	1	0	0	2	64
RS29	Extinction_phase	34	0	1	0	2	74
RS29	Extinction_phase	35	0	1	0	2	75
RS29	Extinction_phase	36	0	0	1	2	67
RS29	Extinction_phase	37	0	0	1	2	60
RS29	Extinction_phase	38	1	0	0	2	61
RS29	Extinction_phase	39	0	1	0	2	72
RS29	Extinction_phase	40	1	0	0	2	62
RS29	Extinction_phase	41	0	0	1	2	62
RS29	Extinction_phase	42	0	1	0	2	71
RS29	Extinction_phase	43	0	1	0	2	69
RS29	Extinction_phase	44	0	0	1	2	61
RS29	Extinction_phase	45	0	1	0	2	71
RS29	Extinction_phase	46	0	1	0	2	68
RS30	Pavlovian_phase	1	1	0	0	1	0
RS30	Pavlovian_phase	2	0	1	0	1	0
RS30	Pavlovian_phase	3	1	0	0	2	64
RS30	Pavlovian_phase	4	0	1	0	1	0
RS30	Pavlovian_phase	5	0	0	1	2	70
RS30	Pavlovian_phase	6	1	0	0	2	65
RS30	Pavlovian_phase	7	0	1	0	1	0
RS30	Pavlovian_phase	8	0	1	0	1	0
RS30	Pavlovian_phase	9	1	0	0	2	62
RS30	Pavlovian_phase	10	0	1	0	1	0
RS30	Pavlovian_phase	11	0	1	0	1	0
RS30	Pavlovian_phase	12	0	0	1	2	74
RS30	Pavlovian_phase	13	0	1	0	1	0
RS30	Pavlovian_phase	14	1	0	0	1	0
RS30	Pavlovian_phase	15	0	0	1	2	69
RS30	Pavlovian_phase	16	0	1	0	1	0
RS30	Pavlovian_phase	17	1	0	0	1	0
RS30	Pavlovian_phase	18	0	0	1	2	71
RS30	Pavlovian_phase	19	1	0	0	1	0
RS30	Pavlovian_phase	20	0	0	1	2	70
RS30	Pavlovian_phase	21	1	0	0	1	0
RS30	Pavlovian_phase	22	0	0	1	2	67
RS30	Pavlovian_phase	23	0	0	1	2	63
RS30	Pavlovian_phase	24	0	1	0	1	0
RS30	Pavlovian_phase	25	0	1	0	1	0
RS30	Pavlovian_phase	26	0	0	1	2	59
RS30	Pavlovian_phase	27	0	1	0	1	0
RS30	Pavlovian_phase	28	0	1	0	1	0
RS30	Extinction_phase	29	0	1	0	1	0
RS30	Extinction_phase	30	0	0	1	1	0
RS30	Extinction_phase	31	0	1	0	1	0
RS30	Extinction_phase	32	0	1	0	2	65
RS30	Extinction_phase	33	1	0	0	1	0
RS30	Extinction_phase	34	1	0	0	1	0
RS30	Extinction_phase	35	0	1	0	1	0
RS30	Extinction_phase	36	0	1	0	2	66
RS30	Extinction_phase	37	0	0	1	1	0
RS30	Extinction_phase	38	0	0	1	2	66
RS30	Extinction_phase	39	1	0	0	2	66
RS30	Extinction_phase	40	0	0	1	2	68
RS30	Extinction_phase	41	0	1	0	2	61
RS30	Extinction_phase	42	1	0	0	2	51
RS30	Extinction_phase	43	1	0	0	1	0
RS30	Extinction_phase	44	0	1	0	1	0
RS30	Extinction_phase	45	0	1	0	1	0
RS30	Extinction_phase	46	0	0	1	1	0
RS31	Pavlovian_phase	1	0	1	0	1	0
RS31	Pavlovian_phase	2	1	0	0	1	0
RS31	Pavlovian_phase	3	0	1	0	1	0
RS31	Pavlovian_phase	4	1	0	0	1	0
RS31	Pavlovian_phase	5	0	0	1	1	0
RS31	Pavlovian_phase	6	0	1	0	1	0
RS31	Pavlovian_phase	7	1	0	0	2	27
RS31	Pavlovian_phase	8	0	1	0	1	0
RS31	Pavlovian_phase	9	0	1	0	1	0
RS31	Pavlovian_phase	10	0	0	1	1	0
RS31	Pavlovian_phase	11	1	0	0	2	27
RS31	Pavlovian_phase	12	1	0	0	2	30
RS31	Pavlovian_phase	13	0	0	1	2	22
RS31	Pavlovian_phase	14	0	1	0	1	0
RS31	Pavlovian_phase	15	0	1	0	1	0
RS31	Pavlovian_phase	16	0	0	1	2	32
RS31	Pavlovian_phase	17	1	0	0	2	36
RS31	Pavlovian_phase	18	0	1	0	1	0
RS31	Pavlovian_phase	19	0	1	0	1	0
RS31	Pavlovian_phase	20	0	0	1	2	31
RS31	Pavlovian_phase	21	1	0	0	2	41
RS31	Pavlovian_phase	22	0	0	1	2	41
RS31	Pavlovian_phase	23	0	1	0	1	0
RS31	Pavlovian_phase	24	0	1	0	1	0
RS31	Pavlovian_phase	25	1	0	0	2	45
RS31	Pavlovian_phase	26	0	0	1	2	40
RS31	Pavlovian_phase	27	0	1	0	1	0
RS31	Pavlovian_phase	28	0	0	1	2	49
RS31	Extinction_phase	29	0	1	0	1	0
RS31	Extinction_phase	30	0	1	0	1	0
RS31	Extinction_phase	31	0	0	1	1	0
RS31	Extinction_phase	32	0	0	1	2	37
RS31	Extinction_phase	33	0	1	0	2	21
RS31	Extinction_phase	34	0	1	0	2	38
RS31	Extinction_phase	35	0	0	1	2	30
RS31	Extinction_phase	36	0	1	0	2	35
RS31	Extinction_phase	37	0	1	0	2	36
RS31	Extinction_phase	38	1	0	0	1	0
RS31	Extinction_phase	39	1	0	0	2	27
RS31	Extinction_phase	40	0	0	1	2	31
RS31	Extinction_phase	41	1	0	0	2	33
RS31	Extinction_phase	42	1	0	0	2	38
RS31	Extinction_phase	43	0	0	1	2	39
RS31	Extinction_phase	44	0	1	0	2	31
RS31	Extinction_phase	45	1	0	0	2	36
RS31	Extinction_phase	46	0	1	0	1	0
RS32	Pavlovian_phase	1	0	1	0	1	0
RS32	Pavlovian_phase	2	1	0	0	2	31
RS32	Pavlovian_phase	3	0	1	0	1	0
RS32	Pavlovian_phase	4	1	0	0	2	59
RS32	Pavlovian_phase	5	0	0	1	2	59
RS32	Pavlovian_phase	6	0	1	0	1	0
RS32	Pavlovian_phase	7	1	0	0	2	69
RS32	Pavlovian_phase	8	1	0	0	2	74
RS32	Pavlovian_phase	9	0	1	0	1	0
RS32	Pavlovian_phase	10	0	0	1	2	73
RS32	Pavlovian_phase	11	0	0	1	2	71
RS32	Pavlovian_phase	12	0	1	0	1	0
RS32	Pavlovian_phase	13	0	1	0	1	0
RS32	Pavlovian_phase	14	0	0	1	2	77
RS32	Pavlovian_phase	15	0	1	0	1	0
RS32	Pavlovian_phase	16	0	1	0	1	0
RS32	Pavlovian_phase	17	1	0	0	2	74
RS32	Pavlovian_phase	18	0	0	1	2	74
RS32	Pavlovian_phase	19	0	1	0	1	0
RS32	Pavlovian_phase	20	1	0	0	2	81
RS32	Pavlovian_phase	21	0	0	1	2	79
RS32	Pavlovian_phase	22	0	1	0	1	0
RS32	Pavlovian_phase	23	0	1	0	1	0
RS32	Pavlovian_phase	24	1	0	0	2	86
RS32	Pavlovian_phase	25	0	0	1	2	83
RS32	Pavlovian_phase	26	0	0	1	2	86
RS32	Pavlovian_phase	27	0	1	0	1	0
RS32	Pavlovian_phase	28	1	0	0	2	81
RS32	Extinction_phase	29	0	1	0	1	0
RS32	Extinction_phase	30	0	0	1	1	0
RS32	Extinction_phase	31	0	1	0	2	41
RS32	Extinction_phase	32	0	1	0	2	58
RS32	Extinction_phase	33	1	0	0	2	66
RS32	Extinction_phase	34	1	0	0	2	70
RS32	Extinction_phase	35	0	0	1	2	58
RS32	Extinction_phase	36	0	0	1	2	59
RS32	Extinction_phase	37	0	1	0	2	52
RS32	Extinction_phase	38	0	1	0	2	65
RS32	Extinction_phase	39	0	0	1	2	56
RS32	Extinction_phase	40	0	1	0	2	65
RS32	Extinction_phase	41	0	1	0	2	61
RS32	Extinction_phase	42	1	0	0	1	0
RS32	Extinction_phase	43	1	0	0	2	58
RS32	Extinction_phase	44	0	1	0	2	61
RS32	Extinction_phase	45	1	0	0	2	55
RS32	Extinction_phase	46	0	0	1	2	55
RS33	Pavlovian_phase	1	0	1	0	1	0
RS33	Pavlovian_phase	2	1	0	0	2	100
RS33	Pavlovian_phase	3	1	0	0	2	96
RS33	Pavlovian_phase	4	0	1	0	1	0
RS33	Pavlovian_phase	5	0	1	0	1	0
RS33	Pavlovian_phase	6	0	1	0	1	0
RS33	Pavlovian_phase	7	1	0	0	2	94
RS33	Pavlovian_phase	8	0	1	0	1	0
RS33	Pavlovian_phase	9	0	1	0	1	0
RS33	Pavlovian_phase	10	0	0	1	1	0
RS33	Pavlovian_phase	11	0	0	1	2	100
RS33	Pavlovian_phase	12	0	1	0	1	0
RS33	Pavlovian_phase	13	0	0	1	2	87
RS33	Pavlovian_phase	14	0	1	0	1	0
RS33	Pavlovian_phase	15	0	0	1	2	100
RS33	Pavlovian_phase	16	1	0	0	2	64
RS33	Pavlovian_phase	17	1	0	0	2	87
RS33	Pavlovian_phase	18	0	0	1	2	81
RS33	Pavlovian_phase	19	0	0	1	2	45
RS33	Pavlovian_phase	20	1	0	0	2	54
RS33	Pavlovian_phase	21	0	1	0	1	0
RS33	Pavlovian_phase	22	0	0	1	2	85
RS33	Pavlovian_phase	23	1	0	0	2	79
RS33	Pavlovian_phase	24	0	0	1	2	71
RS33	Pavlovian_phase	25	0	1	0	1	0
RS33	Pavlovian_phase	26	1	0	0	2	90
RS33	Pavlovian_phase	27	0	1	0	1	0
RS33	Pavlovian_phase	28	0	1	0	1	0
RS33	Extinction_phase	29	0	0	1	1	0
RS33	Extinction_phase	30	0	0	1	2	52
RS33	Extinction_phase	31	1	0	0	1	0
RS33	Extinction_phase	32	0	1	0	1	0
RS33	Extinction_phase	33	1	0	0	2	69
RS33	Extinction_phase	34	0	0	1	2	56
RS33	Extinction_phase	35	1	0	0	1	0
RS33	Extinction_phase	36	1	0	0	1	0
RS33	Extinction_phase	37	0	0	1	1	0
RS33	Extinction_phase	38	0	1	0	1	0
RS33	Extinction_phase	39	0	1	0	1	0
RS33	Extinction_phase	40	1	0	0	1	0
RS33	Extinction_phase	41	0	1	0	1	0
RS33	Extinction_phase	42	0	0	1	1	0
RS33	Extinction_phase	43	0	1	0	1	0
RS33	Extinction_phase	44	0	1	0	1	0
RS33	Extinction_phase	45	0	1	0	1	0
RS33	Extinction_phase	46	0	1	0	1	0
RS34	Pavlovian_phase	1	0	1	0	2	91
RS34	Pavlovian_phase	2	1	0	0	1	0
RS34	Pavlovian_phase	3	1	0	0	1	0
RS34	Pavlovian_phase	4	0	1	0	1	0
RS34	Pavlovian_phase	5	1	0	0	2	89
RS34	Pavlovian_phase	6	0	0	1	1	0
RS34	Pavlovian_phase	7	0	1	0	2	89
RS34	Pavlovian_phase	8	0	0	1	2	100
RS34	Pavlovian_phase	9	0	0	1	2	100
RS34	Pavlovian_phase	10	0	1	0	1	0
RS34	Pavlovian_phase	11	0	0	1	2	100
RS34	Pavlovian_phase	12	0	1	0	1	0
RS34	Pavlovian_phase	13	0	1	0	2	100
RS34	Pavlovian_phase	14	0	0	1	2	100
RS34	Pavlovian_phase	15	0	1	0	1	0
RS34	Pavlovian_phase	16	1	0	0	2	99
RS34	Pavlovian_phase	17	1	0	0	2	100
RS34	Pavlovian_phase	18	0	1	0	1	0
RS34	Pavlovian_phase	19	1	0	0	2	100
RS34	Pavlovian_phase	20	0	0	1	2	99
RS34	Pavlovian_phase	21	0	0	1	2	100
RS34	Pavlovian_phase	22	1	0	0	2	100
RS34	Pavlovian_phase	23	0	1	0	1	0
RS34	Pavlovian_phase	24	0	1	0	1	0
RS34	Pavlovian_phase	25	0	0	1	2	100
RS34	Pavlovian_phase	26	0	1	0	2	99
RS34	Pavlovian_phase	27	1	0	0	2	99
RS34	Pavlovian_phase	28	0	1	0	1	0
RS34	Extinction_phase	29	0	0	1	2	99
RS34	Extinction_phase	30	0	1	0	1	0
RS34	Extinction_phase	31	0	0	1	2	100
RS34	Extinction_phase	32	1	0	0	2	100
RS34	Extinction_phase	33	0	1	0	1	0
RS34	Extinction_phase	34	0	0	1	2	100
RS34	Extinction_phase	35	0	0	1	2	100
RS34	Extinction_phase	36	0	1	0	1	0
RS34	Extinction_phase	38	0	1	0	2	100
RS34	Extinction_phase	39	0	1	0	2	100
RS34	Extinction_phase	40	1	0	0	2	100
RS34	Extinction_phase	41	1	0	0	2	100
RS34	Extinction_phase	42	0	1	0	2	100
RS34	Extinction_phase	43	1	0	0	2	100
RS34	Extinction_phase	44	0	1	0	2	100
RS34	Extinction_phase	45	1	0	0	2	99
RS34	Extinction_phase	46	0	1	0	2	99
RS35	Pavlovian_phase	1	1	0	0	1	0
RS35	Pavlovian_phase	2	0	1	0	1	0
RS35	Pavlovian_phase	3	0	1	0	1	0
RS35	Pavlovian_phase	4	1	0	0	2	51
RS35	Pavlovian_phase	5	0	1	0	1	0
RS35	Pavlovian_phase	6	0	0	1	1	0
RS35	Pavlovian_phase	7	0	1	0	1	0
RS35	Pavlovian_phase	8	0	0	1	2	50
RS35	Pavlovian_phase	9	0	1	0	1	0
RS35	Pavlovian_phase	10	0	1	0	1	0
RS35	Pavlovian_phase	11	1	0	0	2	65
RS35	Pavlovian_phase	12	0	0	1	2	60
RS35	Pavlovian_phase	13	0	1	0	1	0
RS35	Pavlovian_phase	14	0	0	1	2	65
RS35	Pavlovian_phase	15	1	0	0	2	69
RS35	Pavlovian_phase	16	0	0	1	2	67
RS35	Pavlovian_phase	17	0	1	0	1	0
RS35	Pavlovian_phase	18	0	1	0	1	0
RS35	Pavlovian_phase	19	1	0	0	2	69
RS35	Pavlovian_phase	20	1	0	0	2	72
RS35	Pavlovian_phase	21	0	0	1	2	70
RS35	Pavlovian_phase	22	0	0	1	2	72
RS35	Pavlovian_phase	23	0	1	0	1	0
RS35	Pavlovian_phase	24	1	0	0	2	71
RS35	Pavlovian_phase	25	1	0	0	2	74
RS35	Pavlovian_phase	26	0	1	0	1	0
RS35	Pavlovian_phase	27	0	1	0	1	0
RS35	Pavlovian_phase	28	0	0	1	2	68
RS35	Extinction_phase	29	1	0	0	2	61
RS35	Extinction_phase	30	1	0	0	2	70
RS35	Extinction_phase	31	0	1	0	1	0
RS35	Extinction_phase	32	0	1	0	1	0
RS35	Extinction_phase	33	0	0	1	2	66
RS35	Extinction_phase	34	0	1	0	2	54
RS35	Extinction_phase	35	1	0	0	2	68
RS35	Extinction_phase	36	1	0	0	2	77
RS35	Extinction_phase	37	0	0	1	2	75
RS35	Extinction_phase	38	1	0	0	2	74
RS35	Extinction_phase	39	0	1	0	1	0
RS35	Extinction_phase	40	0	1	0	2	59
RS35	Extinction_phase	41	0	0	1	2	68
RS35	Extinction_phase	42	0	1	0	2	49
RS35	Extinction_phase	43	0	1	0	2	54
RS35	Extinction_phase	44	0	0	1	2	65
RS35	Extinction_phase	45	0	0	1	2	60
RS35	Extinction_phase	46	0	1	0	2	64
RS36	Pavlovian_phase	1	0	1	0	1	0
RS36	Pavlovian_phase	2	1	0	0	2	52
RS36	Pavlovian_phase	3	0	1	0	1	0
RS36	Pavlovian_phase	4	1	0	0	2	47
RS36	Pavlovian_phase	5	1	0	0	2	69
RS36	Pavlovian_phase	6	1	0	0	2	65
RS36	Pavlovian_phase	7	0	0	1	1	0
RS36	Pavlovian_phase	8	1	0	0	2	67
RS36	Pavlovian_phase	9	0	0	1	2	71
RS36	Pavlovian_phase	10	0	1	0	1	0
RS36	Pavlovian_phase	11	0	0	1	2	44
RS36	Pavlovian_phase	12	0	0	1	1	0
RS36	Pavlovian_phase	13	0	1	0	1	0
RS36	Pavlovian_phase	14	0	1	0	1	0
RS36	Pavlovian_phase	15	0	0	1	2	59
RS36	Pavlovian_phase	16	1	0	0	2	62
RS36	Pavlovian_phase	17	0	0	1	1	0
RS36	Pavlovian_phase	18	0	1	0	1	0
RS36	Pavlovian_phase	19	0	1	0	1	0
RS36	Pavlovian_phase	20	1	0	0	2	77
RS36	Pavlovian_phase	21	1	0	0	2	66
RS36	Pavlovian_phase	22	0	1	0	1	0
RS36	Pavlovian_phase	23	0	1	0	1	0
RS36	Pavlovian_phase	24	0	0	1	2	59
RS36	Pavlovian_phase	25	0	1	0	2	35
RS36	Pavlovian_phase	26	0	0	1	2	46
RS36	Pavlovian_phase	27	0	1	0	2	16
RS36	Pavlovian_phase	28	0	1	0	1	0
RS36	Extinction_phase	29	0	0	1	1	0
RS36	Extinction_phase	30	0	0	1	2	73
RS36	Extinction_phase	31	0	1	0	1	0
RS36	Extinction_phase	32	0	1	0	2	35
RS36	Extinction_phase	33	0	0	1	2	52
RS36	Extinction_phase	34	0	1	0	2	74
RS36	Extinction_phase	35	0	0	1	2	61
RS36	Extinction_phase	36	0	1	0	2	74
RS36	Extinction_phase	37	1	0	0	1	0
RS36	Extinction_phase	38	0	1	0	2	69
RS36	Extinction_phase	39	0	1	0	2	58
RS36	Extinction_phase	40	1	0	0	2	41
RS36	Extinction_phase	41	1	0	0	2	64
