SUBJ_ID	#TRIAL_FLOW	trial_counter	T.CSM	T.CS_EE	T.CS_UU	ReliefChoiceCS	ReliefCS
RS12	Extinction_phase	41	1	0	0	2	80
RS12	Extinction_phase	42	0	0	1	2	71
RS12	Extinction_phase	43	0	1	0	2	81
RS12	Extinction_phase	44	1	0	0	2	79
RS12	Extinction_phase	45	0	1	0	2	80
RS12	Extinction_phase	46	1	0	0	2	77
RS13	Pavlovian_phase	1	1	0	0	1	0
RS13	Pavlovian_phase	2	0	1	0	1	0
RS13	Pavlovian_phase	3	0	1	0	1	0
RS13	Pavlovian_phase	4	1	0	0	1	0
RS13	Pavlovian_phase	5	0	1	0	1	0
RS13	Pavlovian_phase	6	0	0	1	1	0
RS13	Pavlovian_phase	7	0	0	1	2	47
RS13	Pavlovian_phase	8	0	1	0	2	14
RS13	Pavlovian_phase	9	0	1	0	1	0
RS13	Pavlovian_phase	10	1	0	0	1	0
RS13	Pavlovian_phase	11	0	1	0	1	0
RS13	Pavlovian_phase	12	0	0	1	1	0
RS13	Pavlovian_phase	13	1	0	0	2	16
RS13	Pavlovian_phase	14	0	1	0	1	0
RS13	Pavlovian_phase	15	0	1	0	1	0
RS13	Pavlovian_phase	16	0	0	1	1	0
RS13	Pavlovian_phase	17	0	0	1	1	0
RS13	Pavlovian_phase	18	0	1	0	1	0
RS13	Pavlovian_phase	19	1	0	0	1	0
RS13	Pavlovian_phase	20	0	0	1	2	25
RS13	Pavlovian_phase	21	0	0	1	2	42
RS13	Pavlovian_phase	22	1	0	0	1	0
RS13	Pavlovian_phase	23	0	1	0	2	47
RS13	Pavlovian_phase	24	1	0	0	1	0
RS13	Pavlovian_phase	25	0	1	0	1	0
RS13	Pavlovian_phase	26	0	1	0	1	0
RS13	Pavlovian_phase	27	0	0	1	2	7
RS13	Pavlovian_phase	28	1	0	0	2	4
RS13	Extinction_phase	29	0	0	1	1	0
RS13	Extinction_phase	30	1	0	0	1	0
RS13	Extinction_phase	31	0	1	0	1	0
RS13	Extinction_phase	32	0	0	1	2	50
RS13	Extinction_phase	33	0	0	1	2	52
RS13	Extinction_phase	34	0	1	0	1	0
RS13	Extinction_phase	35	1	0	0	1	0
RS13	Extinction_phase	36	0	1	0	1	0
RS13	Extinction_phase	37	1	0	0	1	0
RS13	Extinction_phase	38	0	1	0	2	16
RS13	Extinction_phase	39	0	1	0	2	8
RS13	Extinction_phase	40	0	0	1	2	45
RS13	Extinction_phase	41	0	1	0	1	0
RS13	Extinction_phase	42	1	0	0	1	0
RS13	Extinction_phase	43	0	1	0	1	0
RS13	Extinction_phase	44	0	0	1	1	0
RS13	Extinction_phase	45	1	0	0	1	0
RS13	Extinction_phase	46	0	1	0	1	0
RS14	Pavlovian_phase	1	0	1	0	1	0
RS14	Pavlovian_phase	2	0	1	0	1	0
RS14	Pavlovian_phase	3	1	0	0	2	59
RS14	Pavlovian_phase	4	1	0	0	2	56
RS14	Pavlovian_phase	5	1	0	0	2	68
RS14	Pavlovian_phase	6	0	1	0	1	0
RS14	Pavlovian_phase	7	1	0	0	2	73
RS14	Pavlovian_phase	8	0	1	0	1	0
RS14	Pavlovian_phase	9	1	0	0	2	71
RS14	Pavlovian_phase	10	0	0	1	2	60
RS14	Pavlovian_phase	11	0	0	1	2	68
RS14	Pavlovian_phase	12	1	0	0	2	69
RS14	Pavlovian_phase	13	0	1	0	1	0
RS14	Pavlovian_phase	14	0	0	1	2	60
RS14	Pavlovian_phase	15	0	1	0	1	0
RS14	Pavlovian_phase	16	0	0	1	2	66
RS14	Pavlovian_phase	17	1	0	0	2	82
RS14	Pavlovian_phase	18	0	1	0	1	0
RS14	Pavlovian_phase	19	0	0	1	2	67
RS14	Pavlovian_phase	20	0	1	0	1	0
RS14	Pavlovian_phase	21	0	0	1	2	77
RS14	Pavlovian_phase	22	0	1	0	1	0
RS14	Pavlovian_phase	23	0	0	1	2	48
RS14	Pavlovian_phase	24	0	1	0	1	0
RS14	Pavlovian_phase	25	1	0	0	2	67
RS14	Pavlovian_phase	26	0	1	0	1	0
RS14	Pavlovian_phase	27	0	0	1	2	69
RS14	Pavlovian_phase	28	0	1	0	1	0
RS14	Extinction_phase	29	1	0	0	2	71
RS14	Extinction_phase	30	0	0	1	2	74
RS14	Extinction_phase	31	1	0	0	2	66
RS14	Extinction_phase	32	0	1	0	1	0
RS14	Extinction_phase	33	0	1	0	1	0
RS14	Extinction_phase	34	0	0	1	2	71
RS14	Extinction_phase	35	0	1	0	1	0
RS14	Extinction_phase	36	1	0	0	2	73
RS14	Extinction_phase	37	0	0	1	2	70
RS14	Extinction_phase	38	0	1	0	1	0
RS14	Extinction_phase	39	1	0	0	2	71
RS14	Extinction_phase	40	0	1	0	1	0
RS14	Extinction_phase	41	1	0	0	2	71
RS14	Extinction_phase	42	0	1	0	1	0
RS14	Extinction_phase	43	0	1	0	1	0
RS14	Extinction_phase	44	0	0	1	2	69
RS14	Extinction_phase	45	0	0	1	2	72
RS14	Extinction_phase	46	0	1	0	1	0
RS15	Pavlovian_phase	1	0	1	0	1	0
RS15	Pavlovian_phase	2	0	1	0	1	0
RS15	Pavlovian_phase	3	1	0	0	2	80
RS15	Pavlovian_phase	4	1	0	0	2	66
RS15	Pavlovian_phase	5	1	0	0	2	60
RS15	Pavlovian_phase	6	0	0	1	2	49
RS15	Pavlovian_phase	7	1	0	0	2	77
RS15	Pavlovian_phase	8	0	1	0	1	0
RS15	Pavlovian_phase	9	0	1	0	1	0
RS15	Pavlovian_phase	10	0	0	1	2	61
RS15	Pavlovian_phase	11	0	1	0	1	0
RS15	Pavlovian_phase	12	0	1	0	1	0
RS15	Pavlovian_phase	13	0	0	1	2	87
RS15	Pavlovian_phase	14	0	0	1	2	39
RS15	Pavlovian_phase	15	1	0	0	2	54
RS15	Pavlovian_phase	16	0	1	0	1	0
RS15	Pavlovian_phase	17	0	1	0	1	0
RS15	Pavlovian_phase	18	0	0	1	2	67
RS15	Pavlovian_phase	19	0	1	0	1	0
RS15	Pavlovian_phase	20	1	0	0	2	44
RS15	Pavlovian_phase	21	0	0	1	1	0
RS15	Pavlovian_phase	22	0	1	0	1	0
RS15	Pavlovian_phase	23	0	0	1	2	73
RS15	Pavlovian_phase	24	1	0	0	1	0
RS15	Pavlovian_phase	25	1	0	0	2	69
RS15	Pavlovian_phase	26	0	0	1	2	92
RS15	Pavlovian_phase	27	0	1	0	1	0
RS15	Pavlovian_phase	28	0	1	0	1	0
RS15	Extinction_phase	29	0	0	1	1	0
RS15	Extinction_phase	30	0	1	0	2	75
RS15	Extinction_phase	31	1	0	0	1	0
RS15	Extinction_phase	32	0	1	0	2	74
RS15	Extinction_phase	33	0	0	1	2	87
RS15	Extinction_phase	34	1	0	0	1	0
RS15	Extinction_phase	35	0	1	0	1	0
RS15	Extinction_phase	36	1	0	0	1	0
RS15	Extinction_phase	37	0	0	1	1	0
RS15	Extinction_phase	38	0	1	0	1	0
RS15	Extinction_phase	39	0	1	0	1	0
RS15	Extinction_phase	40	0	0	1	1	0
RS15	Extinction_phase	41	0	1	0	1	0
RS15	Extinction_phase	42	0	1	0	1	0
RS15	Extinction_phase	43	0	0	1	1	0
RS15	Extinction_phase	44	1	0	0	1	0
RS15	Extinction_phase	45	0	1	0	1	0
RS15	Extinction_phase	46	1	0	0	1	0
RS16	Pavlovian_phase	1	0	1	0	2	23
RS16	Pavlovian_phase	2	1	0	0	2	13
RS16	Pavlovian_phase	3	0	1	0	2	8
RS16	Pavlovian_phase	4	1	0	0	2	36
RS16	Pavlovian_phase	5	0	1	0	1	0
RS16	Pavlovian_phase	6	0	1	0	1	0
RS16	Pavlovian_phase	7	1	0	0	2	66
RS16	Pavlovian_phase	8	1	0	0	2	50
RS16	Pavlovian_phase	9	0	0	1	2	24
RS16	Pavlovian_phase	10	1	0	0	2	50
RS16	Pavlovian_phase	11	0	1	0	1	0
RS16	Pavlovian_phase	12	0	0	1	2	54
RS16	Pavlovian_phase	13	0	0	1	2	59
RS16	Pavlovian_phase	14	1	0	0	2	56
RS16	Pavlovian_phase	15	0	1	0	1	0
RS16	Pavlovian_phase	16	0	1	0	1	0
RS16	Pavlovian_phase	17	0	0	1	2	48
RS16	Pavlovian_phase	18	0	1	0	1	0
RS16	Pavlovian_phase	19	0	0	1	2	38
RS16	Pavlovian_phase	20	0	0	1	2	36
RS16	Pavlovian_phase	21	0	1	0	1	0
RS16	Pavlovian_phase	22	0	1	0	1	0
RS16	Pavlovian_phase	23	0	0	1	2	31
RS16	Pavlovian_phase	24	1	0	0	2	31
RS16	Pavlovian_phase	25	0	1	0	1	0
RS16	Pavlovian_phase	26	1	0	0	2	28
RS16	Pavlovian_phase	27	0	1	0	1	0
RS16	Pavlovian_phase	28	0	0	1	2	26
RS16	Extinction_phase	29	0	0	1	2	13
RS16	Extinction_phase	30	0	1	0	1	0
RS16	Extinction_phase	31	1	0	0	2	16
RS16	Extinction_phase	32	0	1	0	2	16
RS16	Extinction_phase	33	0	1	0	2	36
RS16	Extinction_phase	34	0	0	1	2	20
RS16	Extinction_phase	35	0	1	0	2	36
RS16	Extinction_phase	36	0	1	0	2	14
RS16	Extinction_phase	37	1	0	0	2	13
RS16	Extinction_phase	38	0	1	0	2	16
RS16	Extinction_phase	39	0	1	0	2	11
RS16	Extinction_phase	40	0	0	1	2	11
RS16	Extinction_phase	41	1	0	0	2	11
RS16	Extinction_phase	42	1	0	0	2	14
RS16	Extinction_phase	43	0	0	1	2	10
RS16	Extinction_phase	44	0	0	1	1	0
RS16	Extinction_phase	45	0	1	0	1	0
RS16	Extinction_phase	46	1	0	0	1	0
RS17	Pavlovian_phase	1	0	1	0	1	0
RS17	Pavlovian_phase	2	1	0	0	1	0
RS17	Pavlovian_phase	3	1	0	0	2	64
RS17	Pavlovian_phase	4	0	1	0	1	0
RS17	Pavlovian_phase	5	0	1	0	1	0
RS17	Pavlovian_phase	6	0	0	1	1	0
RS17	Pavlovian_phase	7	1	0	0	2	68
RS17	Pavlovian_phase	8	0	1	0	1	0
RS17	Pavlovian_phase	9	0	0	1	2	59
RS17	Pavlovian_phase	10	0	1	0	1	0
RS17	Pavlovian_phase	11	0	0	1	2	67
RS17	Pavlovian_phase	12	0	1	0	1	0
RS17	Pavlovian_phase	13	0	0	1	2	57
RS17	Pavlovian_phase	14	1	0	0	2	58
RS17	Pavlovian_phase	15	0	1	0	1	0
RS17	Pavlovian_phase	16	0	0	1	2	58
RS17	Pavlovian_phase	17	0	0	1	2	57
RS17	Pavlovian_phase	18	0	1	0	1	0
RS17	Pavlovian_phase	19	1	0	0	2	57
RS17	Pavlovian_phase	20	0	0	1	2	57
RS17	Pavlovian_phase	21	0	0	1	2	57
RS17	Pavlovian_phase	22	0	1	0	1	0
RS17	Pavlovian_phase	23	1	0	0	2	53
RS17	Pavlovian_phase	24	0	1	0	1	0
RS17	Pavlovian_phase	25	1	0	0	2	51
RS17	Pavlovian_phase	26	0	1	0	1	0
RS17	Pavlovian_phase	27	0	1	0	1	0
RS17	Pavlovian_phase	28	1	0	0	2	50
RS17	Extinction_phase	29	0	1	0	1	0
RS17	Extinction_phase	30	0	1	0	1	0
RS17	Extinction_phase	31	1	0	0	1	0
RS17	Extinction_phase	32	1	0	0	2	31
RS17	Extinction_phase	33	0	0	1	1	0
RS17	Extinction_phase	34	0	0	1	1	0
RS17	Extinction_phase	35	1	0	0	2	29
RS17	Extinction_phase	36	0	1	0	2	29
RS17	Extinction_phase	37	0	0	1	2	25
RS17	Extinction_phase	38	0	1	0	2	31
RS17	Extinction_phase	39	1	0	0	2	30
RS17	Extinction_phase	40	0	1	0	2	28
RS17	Extinction_phase	41	0	1	0	1	0
RS17	Extinction_phase	42	0	0	1	1	0
RS17	Extinction_phase	43	1	0	0	1	0
RS17	Extinction_phase	44	0	1	0	1	0
RS17	Extinction_phase	45	0	1	0	1	0
RS17	Extinction_phase	46	0	0	1	1	0
RS18	Pavlovian_phase	1	0	1	0	1	0
RS18	Pavlovian_phase	2	1	0	0	1	0
RS18	Pavlovian_phase	3	0	1	0	1	0
RS18	Pavlovian_phase	4	1	0	0	2	62
RS18	Pavlovian_phase	5	0	1	0	1	0
RS18	Pavlovian_phase	6	0	0	1	2	59
RS18	Pavlovian_phase	7	0	1	0	1	0
RS18	Pavlovian_phase	8	1	0	0	2	75
RS18	Pavlovian_phase	9	0	1	0	1	0
RS18	Pavlovian_phase	10	0	0	1	1	0
RS18	Pavlovian_phase	11	0	0	1	2	56
RS18	Pavlovian_phase	12	0	1	0	1	0
RS18	Pavlovian_phase	13	0	1	0	1	0
RS18	Pavlovian_phase	14	1	0	0	2	79
RS18	Pavlovian_phase	15	0	1	0	1	0
RS18	Pavlovian_phase	16	0	1	0	1	0
RS18	Pavlovian_phase	17	1	0	0	2	84
RS18	Pavlovian_phase	18	0	0	1	2	68
RS18	Pavlovian_phase	19	0	0	1	1	0
RS18	Pavlovian_phase	20	1	0	0	2	73
RS18	Pavlovian_phase	21	0	1	0	1	0
RS18	Pavlovian_phase	22	1	0	0	2	59
RS18	Pavlovian_phase	23	0	1	0	1	0
RS18	Pavlovian_phase	24	0	0	1	2	68
RS18	Pavlovian_phase	25	1	0	0	2	60
RS18	Pavlovian_phase	26	0	0	1	2	70
RS18	Pavlovian_phase	27	0	0	1	2	67
RS18	Pavlovian_phase	28	0	1	0	1	0
RS18	Extinction_phase	29	1	0	0	1	0
RS18	Extinction_phase	30	1	0	0	2	53
RS18	Extinction_phase	31	0	1	0	1	0
RS18	Extinction_phase	32	1	0	0	2	72
RS18	Extinction_phase	33	0	0	1	1	0
RS18	Extinction_phase	34	1	0	0	1	0
RS18	Extinction_phase	35	0	1	0	2	54
RS18	Extinction_phase	36	0	1	0	1	0
RS18	Extinction_phase	37	0	0	1	1	0
RS18	Extinction_phase	38	0	1	0	2	55
RS18	Extinction_phase	39	0	1	0	2	64
RS18	Extinction_phase	40	1	0	0	1	0
RS18	Extinction_phase	41	0	1	0	2	57
RS18	Extinction_phase	42	0	0	1	1	0
RS18	Extinction_phase	43	0	1	0	2	56
RS18	Extinction_phase	44	0	0	1	1	0
RS18	Extinction_phase	45	0	1	0	2	53
RS18	Extinction_phase	46	0	0	1	1	0
RS19	Pavlovian_phase	1	1	0	0	1	0
RS19	Pavlovian_phase	2	0	1	0	1	0
RS19	Pavlovian_phase	3	1	0	0	2	58
RS19	Pavlovian_phase	4	0	1	0	1	0
RS19	Pavlovian_phase	5	1	0	0	2	67
RS19	Pavlovian_phase	6	0	1	0	1	0
RS19	Pavlovian_phase	7	0	1	0	1	0
RS19	Pavlovian_phase	8	1	0	0	2	74
RS19	Pavlovian_phase	9	0	1	0	1	0
RS19	Pavlovian_phase	10	0	1	0	1	0
RS19	Pavlovian_phase	11	1	0	0	2	87
RS19	Pavlovian_phase	12	0	0	1	1	0
RS19	Pavlovian_phase	13	0	0	1	1	0
RS19	Pavlovian_phase	14	0	1	0	1	0
RS19	Pavlovian_phase	15	0	1	0	1	0
RS19	Pavlovian_phase	16	1	0	0	2	91
RS19	Pavlovian_phase	17	0	0	1	2	69
RS19	Pavlovian_phase	18	0	0	1	2	87
RS19	Pavlovian_phase	19	0	1	0	1	0
RS19	Pavlovian_phase	20	0	0	1	2	80
RS19	Pavlovian_phase	21	0	1	0	1	0
RS19	Pavlovian_phase	22	0	0	1	2	90
RS19	Pavlovian_phase	23	0	1	0	1	0
RS19	Pavlovian_phase	24	1	0	0	2	96
RS19	Pavlovian_phase	25	0	1	0	1	0
RS19	Pavlovian_phase	26	0	0	1	2	89
RS19	Pavlovian_phase	27	0	0	1	2	91
RS19	Pavlovian_phase	28	1	0	0	2	99
RS19	Extinction_phase	29	0	1	0	1	0
RS19	Extinction_phase	30	1	0	0	2	98
RS19	Extinction_phase	31	0	0	1	2	90
RS19	Extinction_phase	32	0	1	0	1	0
RS19	Extinction_phase	33	1	0	0	2	92
RS19	Extinction_phase	34	1	0	0	2	71
RS19	Extinction_phase	35	0	1	0	2	46
RS19	Extinction_phase	36	1	0	0	2	98
RS19	Extinction_phase	37	1	0	0	2	98
RS19	Extinction_phase	38	0	0	1	2	86
RS19	Extinction_phase	39	0	0	1	2	92
RS19	Extinction_phase	40	0	1	0	2	74
RS19	Extinction_phase	41	0	1	0	2	87
RS19	Extinction_phase	42	0	0	1	2	96
RS19	Extinction_phase	43	0	1	0	2	89
RS19	Extinction_phase	44	0	0	1	2	97
RS19	Extinction_phase	45	0	1	0	2	91
RS19	Extinction_phase	46	0	1	0	2	89
RS20	Pavlovian_phase	1	0	1	0	1	0
RS20	Pavlovian_phase	2	1	0	0	2	38
RS20	Pavlovian_phase	3	0	1	0	1	0
RS20	Pavlovian_phase	4	1	0	0	2	16
RS20	Pavlovian_phase	5	1	0	0	2	12
RS20	Pavlovian_phase	6	0	0	1	1	0
RS20	Pavlovian_phase	7	0	1	0	1	0
RS20	Pavlovian_phase	8	1	0	0	2	14
RS20	Pavlovian_phase	9	1	0	0	2	16
RS20	Pavlovian_phase	10	0	0	1	2	21
RS20	Pavlovian_phase	11	0	1	0	1	0
RS20	Pavlovian_phase	12	0	1	0	1	0
RS20	Pavlovian_phase	13	1	0	0	2	27
RS20	Pavlovian_phase	14	0	0	1	2	31
RS20	Pavlovian_phase	15	0	1	0	1	0
RS20	Pavlovian_phase	16	0	1	0	1	0
RS20	Pavlovian_phase	17	1	0	0	2	26
RS20	Pavlovian_phase	18	0	0	1	2	35
RS20	Pavlovian_phase	19	0	0	1	2	36
RS20	Pavlovian_phase	20	0	1	0	1	0
RS20	Pavlovian_phase	21	0	0	1	2	33
RS20	Pavlovian_phase	22	0	0	1	2	24
RS20	Pavlovian_phase	23	1	0	0	2	29
RS20	Pavlovian_phase	24	0	1	0	1	0
RS20	Pavlovian_phase	25	0	0	1	2	30
RS20	Pavlovian_phase	26	0	1	0	1	0
RS20	Pavlovian_phase	27	0	1	0	1	0
RS20	Pavlovian_phase	28	0	1	0	1	0
RS20	Extinction_phase	29	0	0	1	2	33
RS20	Extinction_phase	30	0	1	0	1	0
RS20	Extinction_phase	31	1	0	0	2	16
RS20	Extinction_phase	32	0	0	1	2	47
RS20	Extinction_phase	33	1	0	0	2	30
RS20	Extinction_phase	34	0	1	0	1	0
RS20	Extinction_phase	35	0	0	1	2	44
RS20	Extinction_phase	36	1	0	0	2	27
RS20	Extinction_phase	37	0	1	0	1	0
RS20	Extinction_phase	38	1	0	0	2	18
RS20	Extinction_phase	39	0	1	0	1	0
RS20	Extinction_phase	40	0	0	1	2	20
RS20	Extinction_phase	41	0	1	0	1	0
RS20	Extinction_phase	42	0	1	0	1	0
RS20	Extinction_phase	43	1	0	0	1	0
RS20	Extinction_phase	44	0	1	0	1	0
RS20	Extinction_phase	45	0	0	1	1	0
RS20	Extinction_phase	46	0	1	0	1	0
RS21	Pavlovian_phase	1	1	0	0	2	58
RS21	Pavlovian_phase	2	1	0	0	2	47
RS21	Pavlovian_phase	3	0	1	0	1	0
RS21	Pavlovian_phase	4	0	1	0	1	0
RS21	Pavlovian_phase	5	0	0	1	2	44
RS21	Pavlovian_phase	6	0	1	0	1	0
RS21	Pavlovian_phase	7	0	1	0	1	0
RS21	Pavlovian_phase	8	0	0	1	2	54
RS21	Pavlovian_phase	9	0	0	1	2	49
RS21	Pavlovian_phase	10	1	0	0	2	51
RS21	Pavlovian_phase	11	0	1	0	1	0
RS21	Pavlovian_phase	12	1	0	0	2	56
RS21	Pavlovian_phase	13	0	1	0	1	0
RS21	Pavlovian_phase	14	0	1	0	1	0
RS21	Pavlovian_phase	15	0	0	1	2	52
RS21	Pavlovian_phase	16	0	0	1	2	50
RS21	Pavlovian_phase	17	1	0	0	2	55
RS21	Pavlovian_phase	18	0	1	0	1	0
RS21	Pavlovian_phase	19	0	0	1	2	55
RS21	Pavlovian_phase	20	0	1	0	1	0
RS21	Pavlovian_phase	21	0	1	0	1	0
RS21	Pavlovian_phase	22	1	0	0	2	52
RS21	Pavlovian_phase	23	1	0	0	2	57
RS21	Pavlovian_phase	24	0	1	0	1	0
RS21	Pavlovian_phase	25	0	1	0	1	0
RS21	Pavlovian_phase	26	0	0	1	2	54
RS21	Pavlovian_phase	27	0	0	1	2	58
RS21	Pavlovian_phase	28	1	0	0	2	57
RS21	Extinction_phase	29	0	1	0	1	0
RS21	Extinction_phase	30	0	0	1	1	0
RS21	Extinction_phase	31	0	0	1	2	56
RS21	Extinction_phase	32	1	0	0	1	0
RS21	Extinction_phase	33	1	0	0	1	0
RS21	Extinction_phase	34	0	1	0	2	61
RS21	Extinction_phase	35	1	0	0	2	59
RS21	Extinction_phase	36	0	1	0	2	60
RS21	Extinction_phase	37	0	0	1	2	60
RS21	Extinction_phase	38	1	0	0	2	60
RS21	Extinction_phase	39	1	0	0	2	61
RS21	Extinction_phase	40	0	1	0	2	62
RS21	Extinction_phase	41	0	1	0	2	62
RS21	Extinction_phase	42	0	0	1	2	57
RS21	Extinction_phase	43	0	1	0	2	57
RS21	Extinction_phase	44	0	1	0	2	59
RS21	Extinction_phase	45	0	0	1	2	45
RS21	Extinction_phase	46	0	1	0	2	52
RS22	Pavlovian_phase	1	1	0	0	1	0
RS22	Pavlovian_phase	2	1	0	0	2	54
RS22	Pavlovian_phase	3	0	1	0	1	0
RS22	Pavlovian_phase	4	0	1	0	1	0
RS22	Pavlovian_phase	5	1	0	0	1	0
RS22	Pavlovian_phase	6	0	0	1	1	0
RS22	Pavlovian_phase	7	0	1	0	1	0
RS22	Pavlovian_phase	8	1	0	0	2	40
RS22	Pavlovian_phase	9	0	1	0	1	0
RS22	Pavlovian_phase	10	0	0	1	1	0
RS22	Pavlovian_phase	11	1	0	0	2	66
RS22	Pavlovian_phase	12	0	1	0	1	0
RS22	Pavlovian_phase	13	0	0	1	2	58
RS22	Pavlovian_phase	14	0	0	1	2	61
RS22	Pavlovian_phase	15	0	1	0	1	0
RS22	Pavlovian_phase	16	1	0	0	2	69
RS22	Pavlovian_phase	17	0	1	0	1	0
RS22	Pavlovian_phase	18	0	1	0	1	0
RS22	Pavlovian_phase	19	0	0	1	2	73
RS22	Pavlovian_phase	20	0	0	1	2	65
RS22	Pavlovian_phase	21	1	0	0	2	71
RS22	Pavlovian_phase	22	0	1	0	1	0
RS22	Pavlovian_phase	23	0	1	0	1	0
RS22	Pavlovian_phase	24	0	0	1	2	77
RS22	Pavlovian_phase	25	0	0	1	2	65
RS22	Pavlovian_phase	26	0	1	0	1	0
RS22	Pavlovian_phase	27	0	1	0	1	0
RS22	Pavlovian_phase	28	1	0	0	2	74
RS22	Extinction_phase	29	0	1	0	1	0
RS22	Extinction_phase	30	0	1	0	2	70
RS22	Extinction_phase	31	1	0	0	2	74
RS22	Extinction_phase	32	0	1	0	2	71
RS22	Extinction_phase	33	1	0	0	2	64
RS22	Extinction_phase	34	0	1	0	2	60
RS22	Extinction_phase	35	0	0	1	1	0
RS22	Extinction_phase	36	0	0	1	2	64
RS22	Extinction_phase	37	0	1	0	2	63
RS22	Extinction_phase	38	1	0	0	2	64
RS22	Extinction_phase	39	1	0	0	2	66
RS22	Extinction_phase	40	0	0	1	2	52
RS22	Extinction_phase	41	0	0	1	1	0
RS22	Extinction_phase	42	0	1	0	1	0
RS22	Extinction_phase	43	1	0	0	1	0
RS22	Extinction_phase	44	0	1	0	1	0
RS22	Extinction_phase	45	0	0	1	1	0
RS22	Extinction_phase	46	0	1	0	1	0
RS23	Pavlovian_phase	1	1	0	0	1	0
RS23	Pavlovian_phase	2	1	0	0	2	78
RS23	Pavlovian_phase	3	0	1	0	1	0
RS23	Pavlovian_phase	4	0	1	0	1	0
RS23	Pavlovian_phase	5	0	0	1	1	0
RS23	Pavlovian_phase	6	0	1	0	1	0
RS23	Pavlovian_phase	7	1	0	0	2	90
RS23	Pavlovian_phase	8	0	1	0	1	0
RS23	Pavlovian_phase	9	0	0	1	2	92
RS23	Pavlovian_phase	10	0	1	0	1	0
RS23	Pavlovian_phase	11	0	1	0	1	0
RS23	Pavlovian_phase	12	0	0	1	2	100
RS23	Pavlovian_phase	13	0	1	0	1	0
RS23	Pavlovian_phase	14	0	1	0	1	0
RS23	Pavlovian_phase	15	1	0	0	2	100
RS23	Pavlovian_phase	16	0	0	1	2	99
RS23	Pavlovian_phase	17	0	0	1	2	98
RS23	Pavlovian_phase	18	0	1	0	1	0
RS23	Pavlovian_phase	19	1	0	0	2	91
RS23	Pavlovian_phase	20	1	0	0	2	96
RS23	Pavlovian_phase	21	0	1	0	1	0
RS23	Pavlovian_phase	22	0	0	1	2	97
RS23	Pavlovian_phase	23	0	1	0	1	0
RS23	Pavlovian_phase	24	1	0	0	2	97
RS23	Pavlovian_phase	25	0	1	0	1	0
RS23	Pavlovian_phase	26	1	0	0	2	95
RS23	Pavlovian_phase	27	0	0	1	2	99
RS23	Pavlovian_phase	28	0	0	1	2	96
RS23	Extinction_phase	29	0	0	1	2	58
RS23	Extinction_phase	30	0	1	0	1	0
RS23	Extinction_phase	31	0	1	0	2	54
RS23	Extinction_phase	32	0	0	1	2	91
RS23	Extinction_phase	33	0	0	1	2	87
RS23	Extinction_phase	34	0	1	0	2	88
RS23	Extinction_phase	35	1	0	0	1	0
RS23	Extinction_phase	36	1	0	0	2	51
RS23	Extinction_phase	37	0	0	1	2	71
RS23	Extinction_phase	38	1	0	0	1	0
RS23	Extinction_phase	39	0	1	0	1	0
RS23	Extinction_phase	40	1	0	0	1	0
RS23	Extinction_phase	41	0	1	0	1	0
RS23	Extinction_phase	42	0	1	0	1	0
RS23	Extinction_phase	43	0	0	1	1	0
RS23	Extinction_phase	44	0	1	0	1	0
RS23	Extinction_phase	45	1	0	0	1	0
RS23	Extinction_phase	46	0	1	0	1	0
RS24	Pavlovian_phase	1	1	0	0	2	61
RS24	Pavlovian_phase	2	0	1	0	1	0
RS24	Pavlovian_phase	3	0	1	0	1	0
RS24	Pavlovian_phase	4	1	0	0	2	68
RS24	Pavlovian_phase	5	1	0	0	2	84
RS24	Pavlovian_phase	6	1	0	0	2	88
RS24	Pavlovian_phase	7	0	1	0	1	0
RS24	Pavlovian_phase	8	0	1	0	1	0
RS24	Pavlovian_phase	9	0	0	1	2	54
RS24	Pavlovian_phase	10	0	1	0	1	0
RS24	Pavlovian_phase	11	0	1	0	1	0
RS24	Pavlovian_phase	12	0	0	1	2	68
RS24	Pavlovian_phase	13	0	0	1	2	88
RS24	Pavlovian_phase	14	1	0	0	2	80
RS24	Pavlovian_phase	15	0	0	1	2	79
RS24	Pavlovian_phase	16	0	1	0	1	0
RS24	Pavlovian_phase	17	0	1	0	1	0
RS24	Pavlovian_phase	18	0	0	1	2	82
RS24	Pavlovian_phase	19	0	0	1	2	64
RS24	Pavlovian_phase	20	0	1	0	1	0
RS24	Pavlovian_phase	21	1	0	0	2	93
RS24	Pavlovian_phase	22	1	0	0	2	93
RS24	Pavlovian_phase	23	0	1	0	1	0
RS24	Pavlovian_phase	24	0	0	1	2	59
RS24	Pavlovian_phase	25	0	1	0	1	0
RS24	Pavlovian_phase	26	1	0	0	2	96
RS24	Pavlovian_phase	27	0	1	0	1	0
RS24	Pavlovian_phase	28	0	0	1	2	76
RS24	Extinction_phase	29	0	1	0	1	0
RS24	Extinction_phase	30	0	0	1	1	0
RS24	Extinction_phase	31	0	0	1	2	48
RS24	Extinction_phase	32	0	1	0	2	52
RS24	Extinction_phase	33	0	0	1	2	65
RS24	Extinction_phase	34	1	0	0	1	0
RS24	Extinction_phase	35	0	0	1	1	0
RS24	Extinction_phase	36	0	1	0	1	0
RS24	Extinction_phase	37	1	0	0	1	0
RS24	Extinction_phase	38	1	0	0	1	0
RS24	Extinction_phase	39	0	1	0	1	0
RS24	Extinction_phase	40	0	1	0	1	0
