SUBJ_ID	#TRIAL_FLOW	trial_counter	ReliefChoiceUS	ReliefUS	T.CSM	T.CS_EE	T.CS_UU	shock
RS11	Extinction_phase	39	2	64	0	1	0	0
RS11	Extinction_phase	40	2	66	0	1	0	0
RS11	Extinction_phase	41	2	90	1	0	0	0
RS11	Extinction_phase	42	2	81	1	0	0	0
RS11	Extinction_phase	43	2	74	0	0	1	0
RS11	Extinction_phase	44	2	71	1	0	0	0
RS11	Extinction_phase	45	2	47	0	1	0	0
RS11	Extinction_phase	46	2	56	0	0	1	0
RS12	Pavlovian_phase	1	1	0	0	1	0	1
RS12	Pavlovian_phase	2	2	55	1	0	0	0
RS12	Pavlovian_phase	3	2	78	1	0	0	0
RS12	Pavlovian_phase	4	1	0	0	1	0	1
RS12	Pavlovian_phase	5	1	0	0	1	0	1
RS12	Pavlovian_phase	6	2	76	1	0	0	0
RS12	Pavlovian_phase	7	1	0	0	1	0	1
RS12	Pavlovian_phase	8	2	82	1	0	0	0
RS12	Pavlovian_phase	9	1	0	0	1	0	1
RS12	Pavlovian_phase	10	1	0	0	1	0	1
RS12	Pavlovian_phase	11	2	73	0	0	1	0
RS12	Pavlovian_phase	12	1	0	0	1	0	1
RS12	Pavlovian_phase	13	1	0	0	1	0	1
RS12	Pavlovian_phase	14	2	79	0	0	1	0
RS12	Pavlovian_phase	15	2	76	1	0	0	0
RS12	Pavlovian_phase	16	1	0	0	1	0	1
RS12	Pavlovian_phase	17	2	67	0	0	1	0
RS12	Pavlovian_phase	18	2	72	1	0	0	0
RS12	Pavlovian_phase	19	2	81	1	0	0	0
RS12	Pavlovian_phase	20	2	80	0	0	1	0
RS12	Pavlovian_phase	21	1	0	0	1	0	1
RS12	Pavlovian_phase	22	2	73	1	0	0	0
RS12	Pavlovian_phase	23	1	0	0	1	0	1
RS12	Pavlovian_phase	24	2	80	0	0	1	0
RS12	Pavlovian_phase	25	2	89	0	0	1	0
RS12	Pavlovian_phase	26	1	0	0	1	0	1
RS12	Pavlovian_phase	27	2	79	0	0	1	0
RS12	Pavlovian_phase	28	2	90	0	0	1	0
RS12	Extinction_phase	29	2	79	0	1	0	0
RS12	Extinction_phase	30	2	79	1	0	0	0
RS12	Extinction_phase	31	2	84	1	0	0	0
RS12	Extinction_phase	32	2	85	0	1	0	0
RS12	Extinction_phase	33	2	80	0	1	0	0
RS12	Extinction_phase	34	2	89	0	0	1	0
RS12	Extinction_phase	35	2	87	0	1	0	0
RS12	Extinction_phase	36	2	69	0	0	1	0
RS12	Extinction_phase	37	2	83	0	1	0	0
RS12	Extinction_phase	38	2	82	0	1	0	0
RS12	Extinction_phase	39	2	84	0	0	1	0
RS12	Extinction_phase	40	2	89	0	0	1	0
RS12	Extinction_phase	41	2	85	1	0	0	0
RS12	Extinction_phase	42	2	82	0	0	1	0
RS12	Extinction_phase	43	2	83	0	1	0	0
RS12	Extinction_phase	44	2	86	1	0	0	0
RS12	Extinction_phase	45	2	81	0	1	0	0
RS12	Extinction_phase	46	2	78	1	0	0	0
RS13	Pavlovian_phase	1	1	0	1	0	0	0
RS13	Pavlovian_phase	2	3	0	0	1	0	1
RS13	Pavlovian_phase	3	3	0	0	1	0	1
RS13	Pavlovian_phase	4	2	28	1	0	0	0
RS13	Pavlovian_phase	5	3	0	0	1	0	1
RS13	Pavlovian_phase	6	2	48	0	0	1	0
RS13	Pavlovian_phase	7	2	61	0	0	1	0
RS13	Pavlovian_phase	8	3	0	0	1	0	1
RS13	Pavlovian_phase	9	3	0	0	1	0	1
RS13	Pavlovian_phase	10	2	11	1	0	0	0
RS13	Pavlovian_phase	11	3	0	0	1	0	1
RS13	Pavlovian_phase	12	2	81	0	0	1	0
RS13	Pavlovian_phase	13	1	0	1	0	0	0
RS13	Pavlovian_phase	14	3	0	0	1	0	1
RS13	Pavlovian_phase	15	3	0	0	1	0	1
RS13	Pavlovian_phase	16	2	47	0	0	1	0
RS13	Pavlovian_phase	17	2	30	0	0	1	0
RS13	Pavlovian_phase	18	3	0	0	1	0	1
RS13	Pavlovian_phase	19	2	36	1	0	0	0
RS13	Pavlovian_phase	20	1	0	0	0	1	0
RS13	Pavlovian_phase	21	2	21	0	0	1	0
RS13	Pavlovian_phase	22	2	9	1	0	0	0
RS13	Pavlovian_phase	23	3	0	0	1	0	1
RS13	Pavlovian_phase	24	2	23	1	0	0	0
RS13	Pavlovian_phase	25	3	0	0	1	0	1
RS13	Pavlovian_phase	26	3	0	0	1	0	1
RS13	Pavlovian_phase	27	2	86	0	0	1	0
RS13	Pavlovian_phase	28	2	61	1	0	0	0
RS13	Extinction_phase	29	2	49	0	0	1	0
RS13	Extinction_phase	30	2	55	1	0	0	0
RS13	Extinction_phase	31	2	41	0	1	0	0
RS13	Extinction_phase	32	2	20	0	0	1	0
RS13	Extinction_phase	33	1	0	0	0	1	0
RS13	Extinction_phase	34	2	38	0	1	0	0
RS13	Extinction_phase	35	2	7	1	0	0	0
RS13	Extinction_phase	36	2	22	0	1	0	0
RS13	Extinction_phase	37	1	0	1	0	0	0
RS13	Extinction_phase	38	2	42	0	1	0	0
RS13	Extinction_phase	39	1	0	0	1	0	0
RS13	Extinction_phase	40	2	26	0	0	1	0
RS13	Extinction_phase	41	1	0	0	1	0	0
RS13	Extinction_phase	42	2	7	1	0	0	0
RS13	Extinction_phase	43	1	0	0	1	0	0
RS13	Extinction_phase	44	1	0	0	0	1	0
RS13	Extinction_phase	45	1	0	1	0	0	0
RS13	Extinction_phase	46	1	0	0	1	0	0
RS14	Pavlovian_phase	1	3	0	0	1	0	1
RS14	Pavlovian_phase	2	3	0	0	1	0	1
RS14	Pavlovian_phase	3	2	64	1	0	0	0
RS14	Pavlovian_phase	4	2	77	1	0	0	0
RS14	Pavlovian_phase	5	2	68	1	0	0	0
RS14	Pavlovian_phase	6	3	0	0	1	0	1
RS14	Pavlovian_phase	7	2	74	1	0	0	0
RS14	Pavlovian_phase	8	3	0	0	1	0	1
RS14	Pavlovian_phase	9	2	80	1	0	0	0
RS14	Pavlovian_phase	10	2	59	0	0	1	0
RS14	Pavlovian_phase	11	2	70	0	0	1	0
RS14	Pavlovian_phase	12	2	74	1	0	0	0
RS14	Pavlovian_phase	13	3	0	0	1	0	1
RS14	Pavlovian_phase	14	2	74	0	0	1	0
RS14	Pavlovian_phase	15	3	0	0	1	0	1
RS14	Pavlovian_phase	16	2	74	0	0	1	0
RS14	Pavlovian_phase	17	2	44	1	0	0	0
RS14	Pavlovian_phase	18	3	0	0	1	0	1
RS14	Pavlovian_phase	19	2	60	0	0	1	0
RS14	Pavlovian_phase	20	3	0	0	1	0	1
RS14	Pavlovian_phase	21	2	74	0	0	1	0
RS14	Pavlovian_phase	22	3	0	0	1	0	1
RS14	Pavlovian_phase	23	2	63	0	0	1	0
RS14	Pavlovian_phase	24	3	0	0	1	0	1
RS14	Pavlovian_phase	25	2	68	1	0	0	0
RS14	Pavlovian_phase	26	3	0	0	1	0	1
RS14	Pavlovian_phase	27	2	59	0	0	1	0
RS14	Pavlovian_phase	28	3	0	0	1	0	1
RS14	Extinction_phase	29	2	61	1	0	0	0
RS14	Extinction_phase	30	2	73	0	0	1	0
RS14	Extinction_phase	31	2	72	1	0	0	0
RS14	Extinction_phase	32	2	96	0	1	0	0
RS14	Extinction_phase	33	2	94	0	1	0	0
RS14	Extinction_phase	34	2	69	0	0	1	0
RS14	Extinction_phase	35	2	77	0	1	0	0
RS14	Extinction_phase	36	2	65	1	0	0	0
RS14	Extinction_phase	37	2	57	0	0	1	0
RS14	Extinction_phase	38	2	63	0	1	0	0
RS14	Extinction_phase	39	2	69	1	0	0	0
RS14	Extinction_phase	40	2	63	0	1	0	0
RS14	Extinction_phase	41	2	66	1	0	0	0
RS14	Extinction_phase	42	2	52	0	1	0	0
RS14	Extinction_phase	43	2	56	0	1	0	0
RS14	Extinction_phase	44	1	0	0	0	1	0
RS14	Extinction_phase	45	1	0	0	0	1	0
RS14	Extinction_phase	46	2	64	0	1	0	0
RS15	Pavlovian_phase	1	3	0	0	1	0	1
RS15	Pavlovian_phase	2	3	0	0	1	0	1
RS15	Pavlovian_phase	3	2	93	1	0	0	0
RS15	Pavlovian_phase	4	2	78	1	0	0	0
RS15	Pavlovian_phase	5	2	51	1	0	0	0
RS15	Pavlovian_phase	6	2	98	0	0	1	0
RS15	Pavlovian_phase	7	2	53	1	0	0	0
RS15	Pavlovian_phase	8	3	0	0	1	0	1
RS15	Pavlovian_phase	9	3	0	0	1	0	1
RS15	Pavlovian_phase	10	2	68	0	0	1	0
RS15	Pavlovian_phase	11	3	0	0	1	0	1
RS15	Pavlovian_phase	12	3	0	0	1	0	1
RS15	Pavlovian_phase	13	2	78	0	0	1	0
RS15	Pavlovian_phase	14	1	0	0	0	1	0
RS15	Pavlovian_phase	15	2	59	1	0	0	0
RS15	Pavlovian_phase	16	3	0	0	1	0	1
RS15	Pavlovian_phase	17	3	0	0	1	0	1
RS15	Pavlovian_phase	18	2	73	0	0	1	0
RS15	Pavlovian_phase	19	3	0	0	1	0	1
RS15	Pavlovian_phase	20	1	0	1	0	0	0
RS15	Pavlovian_phase	21	1	0	0	0	1	0
RS15	Pavlovian_phase	22	3	0	0	1	0	1
RS15	Pavlovian_phase	23	2	74	0	0	1	0
RS15	Pavlovian_phase	24	1	0	1	0	0	0
RS15	Pavlovian_phase	25	2	84	1	0	0	0
RS15	Pavlovian_phase	26	2	78	0	0	1	0
RS15	Pavlovian_phase	27	3	0	0	1	0	1
RS15	Pavlovian_phase	28	3	0	0	1	0	1
RS15	Extinction_phase	29	2	96	0	0	1	0
RS15	Extinction_phase	30	2	56	0	1	0	0
RS15	Extinction_phase	31	2	94	1	0	0	0
RS15	Extinction_phase	32	2	87	0	1	0	0
RS15	Extinction_phase	33	2	52	0	0	1	0
RS15	Extinction_phase	34	2	70	1	0	0	0
RS15	Extinction_phase	35	1	0	0	1	0	0
RS15	Extinction_phase	36	1	0	1	0	0	0
RS15	Extinction_phase	37	1	0	0	0	1	0
RS15	Extinction_phase	38	1	0	0	1	0	0
RS15	Extinction_phase	39	1	0	0	1	0	0
RS15	Extinction_phase	40	1	0	0	0	1	0
RS15	Extinction_phase	41	1	0	0	1	0	0
RS15	Extinction_phase	42	1	0	0	1	0	0
RS15	Extinction_phase	43	1	0	0	0	1	0
RS15	Extinction_phase	44	2	51	1	0	0	0
RS15	Extinction_phase	45	1	0	0	1	0	0
RS15	Extinction_phase	46	1	0	1	0	0	0
RS16	Pavlovian_phase	1	3	0	0	1	0	1
RS16	Pavlovian_phase	2	2	9	1	0	0	0
RS16	Pavlovian_phase	3	3	0	0	1	0	1
RS16	Pavlovian_phase	4	2	45	1	0	0	0
RS16	Pavlovian_phase	5	3	0	0	1	0	1
RS16	Pavlovian_phase	6	3	0	0	1	0	1
RS16	Pavlovian_phase	7	2	48	1	0	0	0
RS16	Pavlovian_phase	8	2	51	1	0	0	0
RS16	Pavlovian_phase	9	2	40	0	0	1	0
RS16	Pavlovian_phase	10	2	54	1	0	0	0
RS16	Pavlovian_phase	11	3	0	0	1	0	1
RS16	Pavlovian_phase	12	2	57	0	0	1	0
RS16	Pavlovian_phase	13	2	56	0	0	1	0
RS16	Pavlovian_phase	14	2	42	1	0	0	0
RS16	Pavlovian_phase	15	3	0	0	1	0	1
RS16	Pavlovian_phase	16	3	0	0	1	0	1
RS16	Pavlovian_phase	17	2	45	0	0	1	0
RS16	Pavlovian_phase	18	3	0	0	1	0	1
RS16	Pavlovian_phase	19	2	35	0	0	1	0
RS16	Pavlovian_phase	20	2	31	0	0	1	0
RS16	Pavlovian_phase	21	3	0	0	1	0	1
RS16	Pavlovian_phase	22	3	0	0	1	0	1
RS16	Pavlovian_phase	23	2	30	0	0	1	0
RS16	Pavlovian_phase	24	2	27	1	0	0	0
RS16	Pavlovian_phase	25	3	0	0	1	0	1
RS16	Pavlovian_phase	26	2	27	1	0	0	0
RS16	Pavlovian_phase	27	3	0	0	1	0	1
RS16	Pavlovian_phase	28	2	25	0	0	1	0
RS16	Extinction_phase	29	2	46	0	0	1	0
RS16	Extinction_phase	30	2	61	0	1	0	0
RS16	Extinction_phase	31	2	34	1	0	0	0
RS16	Extinction_phase	32	2	56	0	1	0	0
RS16	Extinction_phase	33	2	46	0	1	0	0
RS16	Extinction_phase	34	2	44	0	0	1	0
RS16	Extinction_phase	35	2	28	0	1	0	0
RS16	Extinction_phase	36	2	21	0	1	0	0
RS16	Extinction_phase	37	2	22	1	0	0	0
RS16	Extinction_phase	38	2	16	0	1	0	0
RS16	Extinction_phase	39	2	10	0	1	0	0
RS16	Extinction_phase	40	2	13	0	0	1	0
RS16	Extinction_phase	41	2	13	1	0	0	0
RS16	Extinction_phase	42	2	11	1	0	0	0
RS16	Extinction_phase	43	2	11	0	0	1	0
RS16	Extinction_phase	44	2	8	0	0	1	0
RS16	Extinction_phase	45	1	0	0	1	0	0
RS16	Extinction_phase	46	1	0	1	0	0	0
RS17	Pavlovian_phase	1	3	0	0	1	0	1
RS17	Pavlovian_phase	2	2	51	1	0	0	0
RS17	Pavlovian_phase	3	2	60	1	0	0	0
RS17	Pavlovian_phase	4	3	0	0	1	0	1
RS17	Pavlovian_phase	5	3	0	0	1	0	1
RS17	Pavlovian_phase	6	2	52	0	0	1	0
RS17	Pavlovian_phase	7	2	67	1	0	0	0
RS17	Pavlovian_phase	8	3	0	0	1	0	1
RS17	Pavlovian_phase	9	2	67	0	0	1	0
RS17	Pavlovian_phase	10	3	0	0	1	0	1
RS17	Pavlovian_phase	11	2	67	0	0	1	0
RS17	Pavlovian_phase	12	3	0	0	1	0	1
RS17	Pavlovian_phase	13	2	66	0	0	1	0
RS17	Pavlovian_phase	14	2	58	1	0	0	0
RS17	Pavlovian_phase	15	3	0	0	1	0	1
RS17	Pavlovian_phase	16	2	57	0	0	1	0
RS17	Pavlovian_phase	17	2	57	0	0	1	0
RS17	Pavlovian_phase	18	3	0	0	1	0	1
RS17	Pavlovian_phase	19	2	57	1	0	0	0
RS17	Pavlovian_phase	20	2	57	0	0	1	0
RS17	Pavlovian_phase	21	2	56	0	0	1	0
RS17	Pavlovian_phase	22	3	0	0	1	0	1
RS17	Pavlovian_phase	23	2	53	1	0	0	0
RS17	Pavlovian_phase	24	3	0	0	1	0	1
RS17	Pavlovian_phase	25	2	51	1	0	0	0
RS17	Pavlovian_phase	26	3	0	0	1	0	1
RS17	Pavlovian_phase	27	3	0	0	1	0	1
RS17	Pavlovian_phase	28	2	50	1	0	0	0
RS17	Extinction_phase	29	2	79	0	1	0	0
RS17	Extinction_phase	30	2	69	0	1	0	0
RS17	Extinction_phase	31	2	81	1	0	0	0
RS17	Extinction_phase	32	2	68	1	0	0	0
RS17	Extinction_phase	33	2	80	0	0	1	0
RS17	Extinction_phase	34	2	68	0	0	1	0
RS17	Extinction_phase	35	2	51	1	0	0	0
RS17	Extinction_phase	36	2	51	0	1	0	0
RS17	Extinction_phase	37	2	52	0	0	1	0
RS17	Extinction_phase	38	2	49	0	1	0	0
RS17	Extinction_phase	39	2	51	1	0	0	0
RS17	Extinction_phase	40	2	51	0	1	0	0
RS17	Extinction_phase	41	2	29	0	1	0	0
RS17	Extinction_phase	42	2	30	0	0	1	0
RS17	Extinction_phase	43	2	29	1	0	0	0
RS17	Extinction_phase	44	1	0	0	1	0	0
RS17	Extinction_phase	45	1	0	0	1	0	0
RS17	Extinction_phase	46	1	0	0	0	1	0
RS18	Pavlovian_phase	1	3	0	0	1	0	1
RS18	Pavlovian_phase	2	2	70	1	0	0	0
RS18	Pavlovian_phase	3	3	0	0	1	0	1
RS18	Pavlovian_phase	4	2	77	1	0	0	0
RS18	Pavlovian_phase	5	3	0	0	1	0	1
RS18	Pavlovian_phase	6	1	0	0	0	1	0
RS18	Pavlovian_phase	7	3	0	0	1	0	1
RS18	Pavlovian_phase	8	2	72	1	0	0	0
RS18	Pavlovian_phase	9	3	0	0	1	0	1
RS18	Pavlovian_phase	10	2	86	0	0	1	0
RS18	Pavlovian_phase	11	2	73	0	0	1	0
RS18	Pavlovian_phase	12	3	0	0	1	0	1
RS18	Pavlovian_phase	13	3	0	0	1	0	1
RS18	Pavlovian_phase	14	2	89	1	0	0	0
RS18	Pavlovian_phase	15	3	0	0	1	0	1
RS18	Pavlovian_phase	16	3	0	0	1	0	1
RS18	Pavlovian_phase	17	2	83	1	0	0	0
RS18	Pavlovian_phase	18	2	71	0	0	1	0
RS18	Pavlovian_phase	19	2	83	0	0	1	0
RS18	Pavlovian_phase	20	2	78	1	0	0	0
RS18	Pavlovian_phase	21	3	0	0	1	0	1
RS18	Pavlovian_phase	22	2	66	1	0	0	0
RS18	Pavlovian_phase	23	3	0	0	1	0	1
RS18	Pavlovian_phase	24	2	88	0	0	1	0
RS18	Pavlovian_phase	25	2	76	1	0	0	0
RS18	Pavlovian_phase	26	2	88	0	0	1	0
RS18	Pavlovian_phase	27	2	88	0	0	1	0
RS18	Pavlovian_phase	28	3	0	0	1	0	1
RS18	Extinction_phase	29	2	86	1	0	0	0
RS18	Extinction_phase	30	2	81	1	0	0	0
RS18	Extinction_phase	31	2	97	0	1	0	0
RS18	Extinction_phase	32	2	81	1	0	0	0
RS18	Extinction_phase	33	1	0	0	0	1	0
RS18	Extinction_phase	34	2	74	1	0	0	0
RS18	Extinction_phase	35	2	71	0	1	0	0
RS18	Extinction_phase	36	1	0	0	1	0	0
RS18	Extinction_phase	37	2	67	0	0	1	0
RS18	Extinction_phase	38	1	0	0	1	0	0
RS18	Extinction_phase	39	2	66	0	1	0	0
RS18	Extinction_phase	40	2	57	1	0	0	0
RS18	Extinction_phase	41	1	0	0	1	0	0
RS18	Extinction_phase	42	2	77	0	0	1	0
RS18	Extinction_phase	43	1	0	0	1	0	0
RS18	Extinction_phase	44	1	0	0	0	1	0
RS18	Extinction_phase	45	1	0	0	1	0	0
RS18	Extinction_phase	46	1	0	0	0	1	0
RS19	Pavlovian_phase	1	2	53	1	0	0	0
RS19	Pavlovian_phase	2	3	0	0	1	0	1
RS19	Pavlovian_phase	3	2	60	1	0	0	0
RS19	Pavlovian_phase	4	3	0	0	1	0	1
RS19	Pavlovian_phase	5	2	69	1	0	0	0
RS19	Pavlovian_phase	6	3	0	0	1	0	1
RS19	Pavlovian_phase	7	3	0	0	1	0	1
RS19	Pavlovian_phase	8	2	74	1	0	0	0
RS19	Pavlovian_phase	9	3	0	0	1	0	1
RS19	Pavlovian_phase	10	3	0	0	1	0	1
RS19	Pavlovian_phase	11	2	88	1	0	0	0
RS19	Pavlovian_phase	12	2	86	0	0	1	0
RS19	Pavlovian_phase	13	2	71	0	0	1	0
RS19	Pavlovian_phase	14	3	0	0	1	0	1
RS19	Pavlovian_phase	15	3	0	0	1	0	1
RS19	Pavlovian_phase	16	2	89	1	0	0	0
RS19	Pavlovian_phase	17	2	88	0	0	1	0
RS19	Pavlovian_phase	18	2	89	0	0	1	0
RS19	Pavlovian_phase	19	3	0	0	1	0	1
RS19	Pavlovian_phase	20	2	87	0	0	1	0
RS19	Pavlovian_phase	21	3	0	0	1	0	1
RS19	Pavlovian_phase	22	2	89	0	0	1	0
RS19	Pavlovian_phase	23	3	0	0	1	0	1
RS19	Pavlovian_phase	24	2	95	1	0	0	0
RS19	Pavlovian_phase	25	3	0	0	1	0	1
RS19	Pavlovian_phase	26	2	90	0	0	1	0
RS19	Pavlovian_phase	27	2	89	0	0	1	0
RS19	Pavlovian_phase	28	2	98	1	0	0	0
RS19	Extinction_phase	29	2	72	0	1	0	0
RS19	Extinction_phase	30	2	97	1	0	0	0
RS19	Extinction_phase	31	2	88	0	0	1	0
RS19	Extinction_phase	32	2	87	0	1	0	0
RS19	Extinction_phase	33	2	66	1	0	0	0
RS19	Extinction_phase	34	2	78	1	0	0	0
RS19	Extinction_phase	35	2	97	0	1	0	0
RS19	Extinction_phase	36	2	98	1	0	0	0
RS19	Extinction_phase	37	2	99	1	0	0	0
RS19	Extinction_phase	38	2	98	0	0	1	0
RS19	Extinction_phase	39	2	99	0	0	1	0
RS19	Extinction_phase	40	2	98	0	1	0	0
RS19	Extinction_phase	41	2	99	0	1	0	0
RS19	Extinction_phase	42	2	99	0	0	1	0
RS19	Extinction_phase	43	2	99	0	1	0	0
RS19	Extinction_phase	44	2	99	0	0	1	0
RS19	Extinction_phase	45	2	100	0	1	0	0
RS19	Extinction_phase	46	2	97	0	1	0	0
RS20	Pavlovian_phase	1	3	0	0	1	0	1
RS20	Pavlovian_phase	2	2	37	1	0	0	0
RS20	Pavlovian_phase	3	3	0	0	1	0	1
RS20	Pavlovian_phase	4	2	19	1	0	0	0
RS20	Pavlovian_phase	5	2	23	1	0	0	0
RS20	Pavlovian_phase	6	2	23	0	0	1	0
RS20	Pavlovian_phase	7	3	0	0	1	0	1
RS20	Pavlovian_phase	8	2	11	1	0	0	0
RS20	Pavlovian_phase	9	2	12	1	0	0	0
RS20	Pavlovian_phase	10	2	29	0	0	1	0
RS20	Pavlovian_phase	11	3	0	0	1	0	1
RS20	Pavlovian_phase	12	3	0	0	1	0	1
RS20	Pavlovian_phase	13	2	24	1	0	0	0
RS20	Pavlovian_phase	14	2	13	0	0	1	0
RS20	Pavlovian_phase	15	3	0	0	1	0	1
RS20	Pavlovian_phase	16	3	0	0	1	0	1
RS20	Pavlovian_phase	17	2	9	1	0	0	0
RS20	Pavlovian_phase	18	2	17	0	0	1	0
RS20	Pavlovian_phase	19	2	16	0	0	1	0
RS20	Pavlovian_phase	20	3	0	0	1	0	1
RS20	Pavlovian_phase	21	2	7	0	0	1	0
RS20	Pavlovian_phase	22	1	0	0	0	1	0
RS20	Pavlovian_phase	23	1	0	1	0	0	0
RS20	Pavlovian_phase	24	3	0	0	1	0	1
RS20	Pavlovian_phase	25	1	0	0	0	1	0
RS20	Pavlovian_phase	26	3	0	0	1	0	1
RS20	Pavlovian_phase	27	3	0	0	1	0	1
RS20	Pavlovian_phase	28	3	0	0	1	0	1
RS20	Extinction_phase	29	2	24	0	0	1	0
RS20	Extinction_phase	30	1	0	0	1	0	0
RS20	Extinction_phase	31	2	39	1	0	0	0
RS20	Extinction_phase	32	1	0	0	0	1	0
RS20	Extinction_phase	33	2	9	1	0	0	0
RS20	Extinction_phase	34	2	33	0	1	0	0
RS20	Extinction_phase	35	1	0	0	0	1	0
RS20	Extinction_phase	36	1	0	1	0	0	0
RS20	Extinction_phase	37	2	13	0	1	0	0
RS20	Extinction_phase	38	1	0	1	0	0	0
RS20	Extinction_phase	39	2	34	0	1	0	0
RS20	Extinction_phase	40	1	0	0	0	1	0
RS20	Extinction_phase	41	1	0	0	1	0	0
RS20	Extinction_phase	42	1	0	0	1	0	0
RS20	Extinction_phase	43	1	0	1	0	0	0
RS20	Extinction_phase	44	1	0	0	1	0	0
RS20	Extinction_phase	45	1	0	0	0	1	0
RS20	Extinction_phase	46	1	0	0	1	0	0
RS21	Pavlovian_phase	1	2	50	1	0	0	0
RS21	Pavlovian_phase	2	2	47	1	0	0	0
RS21	Pavlovian_phase	3	3	0	0	1	0	1
RS21	Pavlovian_phase	4	3	0	0	1	0	1
RS21	Pavlovian_phase	5	2	44	0	0	1	0
RS21	Pavlovian_phase	6	3	0	0	1	0	1
RS21	Pavlovian_phase	7	3	0	0	1	0	1
RS21	Pavlovian_phase	8	2	51	0	0	1	0
RS21	Pavlovian_phase	9	2	50	0	0	1	0
RS21	Pavlovian_phase	10	2	53	1	0	0	0
RS21	Pavlovian_phase	11	3	0	0	1	0	1
RS21	Pavlovian_phase	12	2	51	1	0	0	0
RS21	Pavlovian_phase	13	3	0	0	1	0	1
RS21	Pavlovian_phase	14	3	0	0	1	0	1
RS21	Pavlovian_phase	15	2	53	0	0	1	0
RS21	Pavlovian_phase	16	2	56	0	0	1	0
RS21	Pavlovian_phase	17	2	52	1	0	0	0
RS21	Pavlovian_phase	18	3	0	0	1	0	1
RS21	Pavlovian_phase	19	2	56	0	0	1	0
RS21	Pavlovian_phase	20	3	0	0	1	0	1
RS21	Pavlovian_phase	21	3	0	0	1	0	1
RS21	Pavlovian_phase	22	2	52	1	0	0	0
RS21	Pavlovian_phase	23	2	57	1	0	0	0
RS21	Pavlovian_phase	24	3	0	0	1	0	1
RS21	Pavlovian_phase	25	3	0	0	1	0	1
RS21	Pavlovian_phase	26	2	60	0	0	1	0
RS21	Pavlovian_phase	27	2	57	0	0	1	0
RS21	Pavlovian_phase	28	2	57	1	0	0	0
RS21	Extinction_phase	29	2	63	0	1	0	0
RS21	Extinction_phase	30	2	55	0	0	1	0
RS21	Extinction_phase	31	2	55	0	0	1	0
RS21	Extinction_phase	32	2	59	1	0	0	0
RS21	Extinction_phase	33	2	60	1	0	0	0
RS21	Extinction_phase	34	2	61	0	1	0	0
RS21	Extinction_phase	35	2	59	1	0	0	0
RS21	Extinction_phase	36	2	60	0	1	0	0
RS21	Extinction_phase	37	2	61	0	0	1	0
RS21	Extinction_phase	38	2	60	1	0	0	0
RS21	Extinction_phase	39	2	61	1	0	0	0
RS21	Extinction_phase	40	2	62	0	1	0	0
RS21	Extinction_phase	41	2	62	0	1	0	0
RS21	Extinction_phase	42	2	57	0	0	1	0
RS21	Extinction_phase	43	2	56	0	1	0	0
RS21	Extinction_phase	44	2	44	0	1	0	0
RS21	Extinction_phase	45	2	45	0	0	1	0
RS21	Extinction_phase	46	2	36	0	1	0	0
RS22	Pavlovian_phase	1	2	59	1	0	0	0
RS22	Pavlovian_phase	2	1	0	1	0	0	0
RS22	Pavlovian_phase	3	3	0	0	1	0	1
RS22	Pavlovian_phase	4	3	0	0	1	0	1
RS22	Pavlovian_phase	5	2	38	1	0	0	0
RS22	Pavlovian_phase	6	2	66	0	0	1	0
RS22	Pavlovian_phase	7	3	0	0	1	0	1
RS22	Pavlovian_phase	8	1	0	1	0	0	0
RS22	Pavlovian_phase	9	3	0	0	1	0	1
RS22	Pavlovian_phase	10	2	67	0	0	1	0
RS22	Pavlovian_phase	11	1	0	1	0	0	0
RS22	Pavlovian_phase	12	3	0	0	1	0	1
RS22	Pavlovian_phase	13	1	0	0	0	1	0
RS22	Pavlovian_phase	14	1	0	0	0	1	0
RS22	Pavlovian_phase	15	3	0	0	1	0	1
RS22	Pavlovian_phase	16	1	0	1	0	0	0
RS22	Pavlovian_phase	17	3	0	0	1	0	1
RS22	Pavlovian_phase	18	3	0	0	1	0	1
RS22	Pavlovian_phase	19	1	0	0	0	1	0
RS22	Pavlovian_phase	20	1	0	0	0	1	0
RS22	Pavlovian_phase	21	1	0	1	0	0	0
RS22	Pavlovian_phase	22	3	0	0	1	0	1
RS22	Pavlovian_phase	23	3	0	0	1	0	1
RS22	Pavlovian_phase	24	1	0	0	0	1	0
RS22	Pavlovian_phase	25	1	0	0	0	1	0
RS22	Pavlovian_phase	26	3	0	0	1	0	1
RS22	Pavlovian_phase	27	3	0	0	1	0	1
RS22	Pavlovian_phase	28	1	0	1	0	0	0
RS22	Extinction_phase	29	2	85	0	1	0	0
RS22	Extinction_phase	30	2	65	0	1	0	0
RS22	Extinction_phase	31	1	0	1	0	0	0
RS22	Extinction_phase	32	1	0	0	1	0	0
RS22	Extinction_phase	33	1	0	1	0	0	0
RS22	Extinction_phase	34	1	0	0	1	0	0
RS22	Extinction_phase	35	2	81	0	0	1	0
RS22	Extinction_phase	36	1	0	0	0	1	0
RS22	Extinction_phase	37	1	0	0	1	0	0
RS22	Extinction_phase	38	1	0	1	0	0	0
RS22	Extinction_phase	39	1	0	1	0	0	0
RS22	Extinction_phase	40	1	0	0	0	1	0
RS22	Extinction_phase	41	1	0	0	0	1	0
RS22	Extinction_phase	42	1	0	0	1	0	0
RS22	Extinction_phase	43	1	0	1	0	0	0
RS22	Extinction_phase	44	1	0	0	1	0	0
