SUBJ_ID	#TRIAL_FLOW	trial_counter	ReliefChoiceUS	ReliefUS	T.CSM	T.CS_EE	T.CS_UU	shock
RS22	Extinction_phase	45	1	0	0	0	1	0
RS22	Extinction_phase	46	1	0	0	1	0	0
RS23	Pavlovian_phase	1	2	81	1	0	0	0
RS23	Pavlovian_phase	2	2	98	1	0	0	0
RS23	Pavlovian_phase	3	3	0	0	1	0	1
RS23	Pavlovian_phase	4	3	0	0	1	0	1
RS23	Pavlovian_phase	5	2	93	0	0	1	0
RS23	Pavlovian_phase	6	3	0	0	1	0	1
RS23	Pavlovian_phase	7	2	99	1	0	0	0
RS23	Pavlovian_phase	8	3	0	0	1	0	1
RS23	Pavlovian_phase	9	2	98	0	0	1	0
RS23	Pavlovian_phase	10	3	0	0	1	0	1
RS23	Pavlovian_phase	11	3	0	0	1	0	1
RS23	Pavlovian_phase	12	2	62	0	0	1	0
RS23	Pavlovian_phase	13	3	0	0	1	0	1
RS23	Pavlovian_phase	14	3	0	0	1	0	1
RS23	Pavlovian_phase	15	2	75	1	0	0	0
RS23	Pavlovian_phase	16	2	73	0	0	1	0
RS23	Pavlovian_phase	17	2	68	0	0	1	0
RS23	Pavlovian_phase	18	3	0	0	1	0	1
RS23	Pavlovian_phase	19	2	61	1	0	0	0
RS23	Pavlovian_phase	20	2	80	1	0	0	0
RS23	Pavlovian_phase	21	3	0	0	1	0	1
RS23	Pavlovian_phase	22	2	66	0	0	1	0
RS23	Pavlovian_phase	23	3	0	0	1	0	1
RS23	Pavlovian_phase	24	2	83	1	0	0	0
RS23	Pavlovian_phase	25	3	0	0	1	0	1
RS23	Pavlovian_phase	26	2	66	1	0	0	0
RS23	Pavlovian_phase	27	2	69	0	0	1	0
RS23	Pavlovian_phase	28	2	40	0	0	1	0
RS23	Extinction_phase	29	2	97	0	0	1	0
RS23	Extinction_phase	30	2	100	0	1	0	0
RS23	Extinction_phase	31	2	95	0	1	0	0
RS23	Extinction_phase	32	1	0	0	0	1	0
RS23	Extinction_phase	33	1	0	0	0	1	0
RS23	Extinction_phase	34	1	0	0	1	0	0
RS23	Extinction_phase	35	2	99	1	0	0	0
RS23	Extinction_phase	36	2	99	1	0	0	0
RS23	Extinction_phase	37	1	0	0	0	1	0
RS23	Extinction_phase	38	1	0	1	0	0	0
RS23	Extinction_phase	39	1	0	0	1	0	0
RS23	Extinction_phase	40	1	0	1	0	0	0
RS23	Extinction_phase	41	1	0	0	1	0	0
RS23	Extinction_phase	42	1	0	0	1	0	0
RS23	Extinction_phase	43	1	0	0	0	1	0
RS23	Extinction_phase	44	1	0	0	1	0	0
RS23	Extinction_phase	45	1	0	1	0	0	0
RS23	Extinction_phase	46	1	0	0	1	0	0
RS24	Pavlovian_phase	1	2	74	1	0	0	0
RS24	Pavlovian_phase	2	3	0	0	1	0	1
RS24	Pavlovian_phase	3	3	0	0	1	0	1
RS24	Pavlovian_phase	4	2	81	1	0	0	0
RS24	Pavlovian_phase	5	2	82	1	0	0	0
RS24	Pavlovian_phase	6	2	88	1	0	0	0
RS24	Pavlovian_phase	7	3	0	0	1	0	1
RS24	Pavlovian_phase	8	3	0	0	1	0	1
RS24	Pavlovian_phase	9	2	95	0	0	1	0
RS24	Pavlovian_phase	10	3	0	0	1	0	1
RS24	Pavlovian_phase	11	3	0	0	1	0	1
RS24	Pavlovian_phase	12	2	86	0	0	1	0
RS24	Pavlovian_phase	13	2	96	0	0	1	0
RS24	Pavlovian_phase	14	2	97	1	0	0	0
RS24	Pavlovian_phase	15	2	84	0	0	1	0
RS24	Pavlovian_phase	16	3	0	0	1	0	1
RS24	Pavlovian_phase	17	3	0	0	1	0	1
RS24	Pavlovian_phase	18	2	94	0	0	1	0
RS24	Pavlovian_phase	19	2	64	0	0	1	0
RS24	Pavlovian_phase	20	3	0	0	1	0	1
RS24	Pavlovian_phase	21	2	87	1	0	0	0
RS24	Pavlovian_phase	22	2	83	1	0	0	0
RS24	Pavlovian_phase	23	3	0	0	1	0	1
RS24	Pavlovian_phase	24	2	77	0	0	1	0
RS24	Pavlovian_phase	25	3	0	0	1	0	1
RS24	Pavlovian_phase	26	2	66	1	0	0	0
RS24	Pavlovian_phase	27	3	0	0	1	0	1
RS24	Pavlovian_phase	28	2	51	0	0	1	0
RS24	Extinction_phase	29	2	94	0	1	0	0
RS24	Extinction_phase	30	2	91	0	0	1	0
RS24	Extinction_phase	31	2	83	0	0	1	0
RS24	Extinction_phase	32	2	78	0	1	0	0
RS24	Extinction_phase	33	2	61	0	0	1	0
RS24	Extinction_phase	34	2	86	1	0	0	0
RS24	Extinction_phase	35	2	87	0	0	1	0
RS24	Extinction_phase	36	2	80	0	1	0	0
RS24	Extinction_phase	37	2	56	1	0	0	0
RS24	Extinction_phase	38	2	61	1	0	0	0
RS24	Extinction_phase	39	2	53	0	1	0	0
RS24	Extinction_phase	40	2	52	0	1	0	0
RS24	Extinction_phase	41	2	48	0	0	1	0
RS24	Extinction_phase	42	2	51	1	0	0	0
RS24	Extinction_phase	43	1	0	0	1	0	0
RS24	Extinction_phase	44	1	0	0	1	0	0
RS24	Extinction_phase	45	2	56	1	0	0	0
RS24	Extinction_phase	46	2	48	0	1	0	0
RS25	Pavlovian_phase	1	3	0	0	1	0	1
RS25	Pavlovian_phase	2	2	74	1	0	0	0
RS25	Pavlovian_phase	3	2	82	1	0	0	0
RS25	Pavlovian_phase	4	3	0	0	1	0	1
RS25	Pavlovian_phase	5	2	69	1	0	0	0
RS25	Pavlovian_phase	6	3	0	0	1	0	1
RS25	Pavlovian_phase	7	2	94	0	0	1	0
RS25	Pavlovian_phase	8	2	91	0	0	1	0
RS25	Pavlovian_phase	9	2	83	1	0	0	0
RS25	Pavlovian_phase	10	3	0	0	1	0	1
RS25	Pavlovian_phase	11	2	76	0	0	1	0
RS25	Pavlovian_phase	12	3	0	0	1	0	1
RS25	Pavlovian_phase	13	3	0	0	1	0	1
RS25	Pavlovian_phase	14	2	61	0	0	1	0
RS25	Pavlovian_phase	15	2	80	0	0	1	0
RS25	Pavlovian_phase	16	3	0	0	1	0	1
RS25	Pavlovian_phase	17	3	0	0	1	0	1
RS25	Pavlovian_phase	18	2	89	1	0	0	0
RS25	Pavlovian_phase	19	3	0	0	1	0	1
RS25	Pavlovian_phase	20	2	91	0	0	1	0
RS25	Pavlovian_phase	21	3	0	0	1	0	1
RS25	Pavlovian_phase	22	2	95	1	0	0	0
RS25	Pavlovian_phase	23	2	89	1	0	0	0
RS25	Pavlovian_phase	24	2	87	0	0	1	0
RS25	Pavlovian_phase	25	3	0	0	1	0	1
RS25	Pavlovian_phase	26	3	0	0	1	0	1
RS25	Pavlovian_phase	27	2	86	1	0	0	0
RS25	Pavlovian_phase	28	2	85	0	0	1	0
RS25	Extinction_phase	29	2	98	0	1	0	0
RS25	Extinction_phase	30	2	97	0	0	1	0
RS25	Extinction_phase	31	2	68	1	0	0	0
RS25	Extinction_phase	32	2	69	1	0	0	0
RS25	Extinction_phase	33	2	89	0	0	1	0
RS25	Extinction_phase	34	2	91	0	1	0	0
RS25	Extinction_phase	35	2	98	0	1	0	0
RS25	Extinction_phase	36	2	88	0	0	1	0
RS25	Extinction_phase	37	2	92	0	1	0	0
RS25	Extinction_phase	38	2	83	1	0	0	0
RS25	Extinction_phase	39	2	67	0	1	0	0
RS25	Extinction_phase	40	2	91	0	0	1	0
RS25	Extinction_phase	41	2	87	0	0	1	0
RS25	Extinction_phase	42	2	77	1	0	0	0
RS25	Extinction_phase	43	2	88	0	1	0	0
RS25	Extinction_phase	44	2	84	0	1	0	0
RS25	Extinction_phase	45	2	80	1	0	0	0
RS25	Extinction_phase	46	2	83	0	1	0	0
RS26	Pavlovian_phase	1	3	0	0	1	0	1
RS26	Pavlovian_phase	2	3	0	0	1	0	1
RS26	Pavlovian_phase	3	2	61	1	0	0	0
RS26	Pavlovian_phase	4	1	0	1	0	0	0
RS26	Pavlovian_phase	5	3	0	0	1	0	1
RS26	Pavlovian_phase	6	2	58	0	0	1	0
RS26	Pavlovian_phase	7	1	0	0	0	1	0
RS26	Pavlovian_phase	8	3	0	0	1	0	1
RS26	Pavlovian_phase	9	3	0	0	1	0	1
RS26	Pavlovian_phase	10	1	0	1	0	0	0
RS26	Pavlovian_phase	11	3	0	0	1	0	1
RS26	Pavlovian_phase	12	1	0	0	0	1	0
RS26	Pavlovian_phase	13	1	0	0	0	1	0
RS26	Pavlovian_phase	14	3	0	0	1	0	1
RS26	Pavlovian_phase	15	3	0	0	1	0	1
RS26	Pavlovian_phase	16	2	63	0	0	1	0
RS26	Pavlovian_phase	17	2	58	0	0	1	0
RS26	Pavlovian_phase	18	3	0	0	1	0	1
RS26	Pavlovian_phase	19	2	62	0	0	1	0
RS26	Pavlovian_phase	20	3	0	0	1	0	1
RS26	Pavlovian_phase	21	2	65	0	0	1	0
RS26	Pavlovian_phase	22	3	0	0	1	0	1
RS26	Pavlovian_phase	23	2	80	1	0	0	0
RS26	Pavlovian_phase	24	2	76	1	0	0	0
RS26	Pavlovian_phase	25	3	0	0	1	0	1
RS26	Pavlovian_phase	26	1	0	1	0	0	0
RS26	Pavlovian_phase	27	1	0	1	0	0	0
RS26	Pavlovian_phase	28	1	0	1	0	0	0
RS26	Extinction_phase	29	1	0	0	0	1	0
RS26	Extinction_phase	30	2	92	0	1	0	0
RS26	Extinction_phase	31	2	100	0	1	0	0
RS26	Extinction_phase	32	2	81	1	0	0	0
RS26	Extinction_phase	33	1	0	1	0	0	0
RS26	Extinction_phase	34	2	86	0	1	0	0
RS26	Extinction_phase	35	1	0	1	0	0	0
RS26	Extinction_phase	36	2	88	0	0	1	0
RS26	Extinction_phase	37	1	0	0	1	0	0
RS26	Extinction_phase	38	1	0	0	1	0	0
RS26	Extinction_phase	39	1	0	0	0	1	0
RS26	Extinction_phase	40	1	0	0	0	1	0
RS26	Extinction_phase	41	1	0	1	0	0	0
RS26	Extinction_phase	42	1	0	0	1	0	0
RS26	Extinction_phase	43	1	0	1	0	0	0
RS26	Extinction_phase	44	1	0	0	1	0	0
RS26	Extinction_phase	45	1	0	0	0	1	0
RS26	Extinction_phase	46	1	0	0	1	0	0
RS27	Pavlovian_phase	1	1	0	1	0	0	0
RS27	Pavlovian_phase	2	3	0	0	1	0	1
RS27	Pavlovian_phase	3	2	31	1	0	0	0
RS27	Pavlovian_phase	4	3	0	0	1	0	1
RS27	Pavlovian_phase	5	3	0	0	1	0	1
RS27	Pavlovian_phase	6	1	0	1	0	0	0
RS27	Pavlovian_phase	7	3	0	0	1	0	1
RS27	Pavlovian_phase	8	3	0	0	1	0	1
RS27	Pavlovian_phase	9	1	0	1	0	0	0
RS27	Pavlovian_phase	10	2	69	0	0	1	0
RS27	Pavlovian_phase	11	1	0	0	0	1	0
RS27	Pavlovian_phase	12	3	0	0	1	0	1
RS27	Pavlovian_phase	13	1	0	1	0	0	0
RS27	Pavlovian_phase	14	3	0	0	1	0	1
RS27	Pavlovian_phase	15	1	0	0	0	1	0
RS27	Pavlovian_phase	16	3	0	0	1	0	1
RS27	Pavlovian_phase	17	3	0	0	1	0	1
RS27	Pavlovian_phase	18	1	0	1	0	0	0
RS27	Pavlovian_phase	19	1	0	0	0	1	0
RS27	Pavlovian_phase	20	3	0	0	1	0	1
RS27	Pavlovian_phase	21	1	0	0	0	1	0
RS27	Pavlovian_phase	22	1	0	0	0	1	0
RS27	Pavlovian_phase	23	3	0	0	1	0	1
RS27	Pavlovian_phase	24	3	0	0	1	0	1
RS27	Pavlovian_phase	25	1	0	1	0	0	0
RS27	Pavlovian_phase	26	1	0	0	0	1	0
RS27	Pavlovian_phase	27	1	0	1	0	0	0
RS27	Pavlovian_phase	28	1	0	0	0	1	0
RS27	Extinction_phase	29	2	67	0	1	0	0
RS27	Extinction_phase	30	2	73	1	0	0	0
RS27	Extinction_phase	31	1	0	1	0	0	0
RS27	Extinction_phase	32	2	63	0	0	1	0
RS27	Extinction_phase	33	1	0	1	0	0	0
RS27	Extinction_phase	34	1	0	0	0	1	0
RS27	Extinction_phase	35	1	0	1	0	0	0
RS27	Extinction_phase	36	1	0	0	1	0	0
RS27	Extinction_phase	37	1	0	0	1	0	0
RS27	Extinction_phase	38	1	0	0	0	1	0
RS27	Extinction_phase	39	1	0	0	1	0	0
RS27	Extinction_phase	40	1	0	0	1	0	0
RS27	Extinction_phase	41	1	0	0	0	1	0
RS27	Extinction_phase	42	1	0	0	0	1	0
RS27	Extinction_phase	43	1	0	0	1	0	0
RS27	Extinction_phase	44	1	0	0	1	0	0
RS27	Extinction_phase	45	1	0	1	0	0	0
RS27	Extinction_phase	46	1	0	0	1	0	0
RS28	Pavlovian_phase	1	2	68	1	0	0	0
RS28	Pavlovian_phase	2	3	0	0	1	0	1
RS28	Pavlovian_phase	3	2	71	1	0	0	0
RS28	Pavlovian_phase	4	3	0	0	1	0	1
RS28	Pavlovian_phase	5	1	0	1	0	0	0
RS28	Pavlovian_phase	6	2	60	1	0	0	0
RS28	Pavlovian_phase	7	3	0	0	1	0	1
RS28	Pavlovian_phase	8	2	64	0	0	1	0
RS28	Pavlovian_phase	9	3	0	0	1	0	1
RS28	Pavlovian_phase	10	3	0	0	1	0	1
RS28	Pavlovian_phase	11	2	56	0	0	1	0
RS28	Pavlovian_phase	12	3	0	0	1	0	1
RS28	Pavlovian_phase	13	1	0	0	0	1	0
RS28	Pavlovian_phase	14	3	0	0	1	0	1
RS28	Pavlovian_phase	15	2	58	0	0	1	0
RS28	Pavlovian_phase	16	2	60	1	0	0	0
RS28	Pavlovian_phase	17	2	56	1	0	0	0
RS28	Pavlovian_phase	18	2	61	0	0	1	0
RS28	Pavlovian_phase	19	1	0	0	0	1	0
RS28	Pavlovian_phase	20	2	54	1	0	0	0
RS28	Pavlovian_phase	21	1	0	0	0	1	0
RS28	Pavlovian_phase	22	3	0	0	1	0	1
RS28	Pavlovian_phase	23	2	52	1	0	0	0
RS28	Pavlovian_phase	24	3	0	0	1	0	1
RS28	Pavlovian_phase	25	3	0	0	1	0	1
RS28	Pavlovian_phase	26	1	0	0	0	1	0
RS28	Pavlovian_phase	27	3	0	0	1	0	1
RS28	Pavlovian_phase	28	3	0	0	1	0	1
RS28	Extinction_phase	29	1	0	0	1	0	0
RS28	Extinction_phase	30	2	59	1	0	0	0
RS28	Extinction_phase	31	1	0	0	1	0	0
RS28	Extinction_phase	32	1	0	1	0	0	0
RS28	Extinction_phase	33	1	0	0	1	0	0
RS28	Extinction_phase	34	2	54	0	0	1	0
RS28	Extinction_phase	35	1	0	1	0	0	0
RS28	Extinction_phase	36	1	0	0	1	0	0
RS28	Extinction_phase	37	1	0	1	0	0	0
RS28	Extinction_phase	38	1	0	0	1	0	0
RS28	Extinction_phase	39	1	0	1	0	0	0
RS28	Extinction_phase	40	1	0	0	0	1	0
RS28	Extinction_phase	41	1	0	0	1	0	0
RS28	Extinction_phase	42	1	0	0	0	1	0
RS28	Extinction_phase	43	2	56	0	1	0	0
RS28	Extinction_phase	44	1	0	0	0	1	0
RS28	Extinction_phase	45	1	0	0	1	0	0
RS28	Extinction_phase	46	1	0	0	0	1	0
RS29	Pavlovian_phase	1	3	0	0	1	0	1
RS29	Pavlovian_phase	2	3	0	0	1	0	1
RS29	Pavlovian_phase	3	2	68	1	0	0	0
RS29	Pavlovian_phase	4	2	67	1	0	0	0
RS29	Pavlovian_phase	5	3	0	0	1	0	1
RS29	Pavlovian_phase	6	2	65	0	0	1	0
RS29	Pavlovian_phase	7	2	65	0	0	1	0
RS29	Pavlovian_phase	8	3	0	0	1	0	1
RS29	Pavlovian_phase	9	2	64	0	0	1	0
RS29	Pavlovian_phase	10	2	68	1	0	0	0
RS29	Pavlovian_phase	11	3	0	0	1	0	1
RS29	Pavlovian_phase	12	2	68	0	0	1	0
RS29	Pavlovian_phase	13	3	0	0	1	0	1
RS29	Pavlovian_phase	14	2	67	0	0	1	0
RS29	Pavlovian_phase	15	3	0	0	1	0	1
RS29	Pavlovian_phase	16	3	0	0	1	0	1
RS29	Pavlovian_phase	17	2	70	0	0	1	0
RS29	Pavlovian_phase	18	3	0	0	1	0	1
RS29	Pavlovian_phase	19	3	0	0	1	0	1
RS29	Pavlovian_phase	20	2	62	1	0	0	0
RS29	Pavlovian_phase	21	3	0	0	1	0	1
RS29	Pavlovian_phase	22	3	0	0	1	0	1
RS29	Pavlovian_phase	23	2	59	1	0	0	0
RS29	Pavlovian_phase	24	2	60	0	0	1	0
RS29	Pavlovian_phase	25	2	60	1	0	0	0
RS29	Pavlovian_phase	26	2	59	1	0	0	0
RS29	Pavlovian_phase	27	2	61	0	0	1	0
RS29	Pavlovian_phase	28	2	61	1	0	0	0
RS29	Extinction_phase	29	2	64	1	0	0	0
RS29	Extinction_phase	30	2	78	0	1	0	0
RS29	Extinction_phase	31	2	63	1	0	0	0
RS29	Extinction_phase	32	2	64	0	0	1	0
RS29	Extinction_phase	33	2	64	1	0	0	0
RS29	Extinction_phase	34	2	76	0	1	0	0
RS29	Extinction_phase	35	2	76	0	1	0	0
RS29	Extinction_phase	36	2	61	0	0	1	0
RS29	Extinction_phase	37	2	62	0	0	1	0
RS29	Extinction_phase	38	2	62	1	0	0	0
RS29	Extinction_phase	39	2	73	0	1	0	0
RS29	Extinction_phase	40	2	61	1	0	0	0
RS29	Extinction_phase	41	2	60	0	0	1	0
RS29	Extinction_phase	42	2	71	0	1	0	0
RS29	Extinction_phase	43	2	69	0	1	0	0
RS29	Extinction_phase	44	2	62	0	0	1	0
RS29	Extinction_phase	45	2	71	0	1	0	0
RS29	Extinction_phase	46	2	69	0	1	0	0
RS30	Pavlovian_phase	1	1	0	1	0	0	0
RS30	Pavlovian_phase	2	3	0	0	1	0	1
RS30	Pavlovian_phase	3	2	63	1	0	0	0
RS30	Pavlovian_phase	4	3	0	0	1	0	1
RS30	Pavlovian_phase	5	2	59	0	0	1	0
RS30	Pavlovian_phase	6	2	66	1	0	0	0
RS30	Pavlovian_phase	7	3	0	0	1	0	1
RS30	Pavlovian_phase	8	3	0	0	1	0	1
RS30	Pavlovian_phase	9	2	65	1	0	0	0
RS30	Pavlovian_phase	10	3	0	0	1	0	1
RS30	Pavlovian_phase	11	3	0	0	1	0	1
RS30	Pavlovian_phase	12	2	69	0	0	1	0
RS30	Pavlovian_phase	13	3	0	0	1	0	1
RS30	Pavlovian_phase	14	2	66	1	0	0	0
RS30	Pavlovian_phase	15	2	69	0	0	1	0
RS30	Pavlovian_phase	16	3	0	0	1	0	1
RS30	Pavlovian_phase	17	2	70	1	0	0	0
RS30	Pavlovian_phase	18	2	69	0	0	1	0
RS30	Pavlovian_phase	19	2	66	1	0	0	0
RS30	Pavlovian_phase	20	2	70	0	0	1	0
RS30	Pavlovian_phase	21	2	69	1	0	0	0
RS30	Pavlovian_phase	22	2	63	0	0	1	0
RS30	Pavlovian_phase	23	2	62	0	0	1	0
RS30	Pavlovian_phase	24	3	0	0	1	0	1
RS30	Pavlovian_phase	25	3	0	0	1	0	1
RS30	Pavlovian_phase	26	2	59	0	0	1	0
RS30	Pavlovian_phase	27	3	0	0	1	0	1
RS30	Pavlovian_phase	28	3	0	0	1	0	1
RS30	Extinction_phase	29	2	60	0	1	0	0
RS30	Extinction_phase	30	2	67	0	0	1	0
RS30	Extinction_phase	31	2	67	0	1	0	0
RS30	Extinction_phase	32	2	69	0	1	0	0
RS30	Extinction_phase	33	2	65	1	0	0	0
RS30	Extinction_phase	34	2	65	1	0	0	0
RS30	Extinction_phase	35	2	71	0	1	0	0
RS30	Extinction_phase	36	2	68	0	1	0	0
RS30	Extinction_phase	37	2	70	0	0	1	0
RS30	Extinction_phase	38	2	66	0	0	1	0
RS30	Extinction_phase	39	2	63	1	0	0	0
RS30	Extinction_phase	40	2	65	0	0	1	0
RS30	Extinction_phase	41	2	58	0	1	0	0
RS30	Extinction_phase	42	1	0	1	0	0	0
RS30	Extinction_phase	43	1	0	1	0	0	0
RS30	Extinction_phase	44	1	0	0	1	0	0
RS30	Extinction_phase	45	1	0	0	1	0	0
RS30	Extinction_phase	46	1	0	0	0	1	0
RS31	Pavlovian_phase	1	3	0	0	1	0	1
RS31	Pavlovian_phase	2	2	29	1	0	0	0
RS31	Pavlovian_phase	3	3	0	0	1	0	1
RS31	Pavlovian_phase	4	2	31	1	0	0	0
RS31	Pavlovian_phase	5	2	32	0	0	1	0
RS31	Pavlovian_phase	6	3	0	0	1	0	1
RS31	Pavlovian_phase	7	2	32	1	0	0	0
RS31	Pavlovian_phase	8	3	0	0	1	0	1
RS31	Pavlovian_phase	9	3	0	0	1	0	1
RS31	Pavlovian_phase	10	2	36	0	0	1	0
RS31	Pavlovian_phase	11	2	27	1	0	0	0
RS31	Pavlovian_phase	12	2	29	1	0	0	0
RS31	Pavlovian_phase	13	2	29	0	0	1	0
RS31	Pavlovian_phase	14	3	0	0	1	0	1
RS31	Pavlovian_phase	15	3	0	0	1	0	1
RS31	Pavlovian_phase	16	2	31	0	0	1	0
RS31	Pavlovian_phase	17	2	28	1	0	0	0
RS31	Pavlovian_phase	18	3	0	0	1	0	1
RS31	Pavlovian_phase	19	3	0	0	1	0	1
RS31	Pavlovian_phase	20	2	39	0	0	1	0
RS31	Pavlovian_phase	21	2	42	1	0	0	0
RS31	Pavlovian_phase	22	2	35	0	0	1	0
RS31	Pavlovian_phase	23	3	0	0	1	0	1
RS31	Pavlovian_phase	24	3	0	0	1	0	1
RS31	Pavlovian_phase	25	2	49	1	0	0	0
RS31	Pavlovian_phase	26	2	43	0	0	1	0
RS31	Pavlovian_phase	27	3	0	0	1	0	1
RS31	Pavlovian_phase	28	2	51	0	0	1	0
RS31	Extinction_phase	29	2	38	0	1	0	0
RS31	Extinction_phase	30	2	39	0	1	0	0
RS31	Extinction_phase	31	2	47	0	0	1	0
RS31	Extinction_phase	32	2	46	0	0	1	0
RS31	Extinction_phase	33	2	48	0	1	0	0
RS31	Extinction_phase	34	2	52	0	1	0	0
RS31	Extinction_phase	35	2	46	0	0	1	0
RS31	Extinction_phase	36	2	43	0	1	0	0
RS31	Extinction_phase	37	2	28	0	1	0	0
RS31	Extinction_phase	38	2	44	1	0	0	0
RS31	Extinction_phase	39	2	48	1	0	0	0
RS31	Extinction_phase	40	2	50	0	0	1	0
RS31	Extinction_phase	41	2	51	1	0	0	0
RS31	Extinction_phase	42	2	48	1	0	0	0
RS31	Extinction_phase	43	2	38	0	0	1	0
RS31	Extinction_phase	44	2	49	0	1	0	0
RS31	Extinction_phase	45	2	31	1	0	0	0
RS31	Extinction_phase	46	1	0	0	1	0	0
RS32	Pavlovian_phase	1	3	0	0	1	0	1
RS32	Pavlovian_phase	2	2	59	1	0	0	0
RS32	Pavlovian_phase	3	3	0	0	1	0	1
RS32	Pavlovian_phase	4	2	69	1	0	0	0
RS32	Pavlovian_phase	5	2	69	0	0	1	0
RS32	Pavlovian_phase	6	3	0	0	1	0	1
RS32	Pavlovian_phase	7	2	70	1	0	0	0
RS32	Pavlovian_phase	8	2	71	1	0	0	0
RS32	Pavlovian_phase	9	3	0	0	1	0	1
RS32	Pavlovian_phase	10	2	71	0	0	1	0
RS32	Pavlovian_phase	11	2	71	0	0	1	0
RS32	Pavlovian_phase	12	3	0	0	1	0	1
RS32	Pavlovian_phase	13	3	0	0	1	0	1
RS32	Pavlovian_phase	14	2	75	0	0	1	0
RS32	Pavlovian_phase	15	3	0	0	1	0	1
RS32	Pavlovian_phase	16	3	0	0	1	0	1
RS32	Pavlovian_phase	17	2	82	1	0	0	0
RS32	Pavlovian_phase	18	2	80	0	0	1	0
RS32	Pavlovian_phase	19	3	0	0	1	0	1
RS32	Pavlovian_phase	20	2	84	1	0	0	0
RS32	Pavlovian_phase	21	2	84	0	0	1	0
RS32	Pavlovian_phase	22	3	0	0	1	0	1
RS32	Pavlovian_phase	23	3	0	0	1	0	1
RS32	Pavlovian_phase	24	2	84	1	0	0	0
RS32	Pavlovian_phase	25	2	89	0	0	1	0
RS32	Pavlovian_phase	26	2	88	0	0	1	0
RS32	Pavlovian_phase	27	3	0	0	1	0	1
RS32	Pavlovian_phase	28	2	87	1	0	0	0
RS32	Extinction_phase	29	2	92	0	1	0	0
RS32	Extinction_phase	30	2	94	0	0	1	0
RS32	Extinction_phase	31	2	94	0	1	0	0
RS32	Extinction_phase	32	2	85	0	1	0	0
RS32	Extinction_phase	33	2	93	1	0	0	0
RS32	Extinction_phase	34	2	84	1	0	0	0
RS32	Extinction_phase	35	2	93	0	0	1	0
RS32	Extinction_phase	36	2	82	0	0	1	0
RS32	Extinction_phase	37	2	73	0	1	0	0
RS32	Extinction_phase	38	2	69	0	1	0	0
RS32	Extinction_phase	39	2	64	0	0	1	0
RS32	Extinction_phase	40	2	69	0	1	0	0
RS32	Extinction_phase	41	2	63	0	1	0	0
RS32	Extinction_phase	42	2	83	1	0	0	0
RS32	Extinction_phase	43	2	76	1	0	0	0
RS32	Extinction_phase	44	2	68	0	1	0	0
RS32	Extinction_phase	45	2	57	1	0	0	0
RS32	Extinction_phase	46	2	58	0	0	1	0
RS33	Pavlovian_phase	1	3	0	0	1	0	1
RS33	Pavlovian_phase	2	2	100	1	0	0	0
RS33	Pavlovian_phase	3	2	98	1	0	0	0
RS33	Pavlovian_phase	4	3	0	0	1	0	1
RS33	Pavlovian_phase	5	3	0	0	1	0	1
RS33	Pavlovian_phase	6	3	0	0	1	0	1
RS33	Pavlovian_phase	7	2	87	1	0	0	0
RS33	Pavlovian_phase	8	3	0	0	1	0	1
RS33	Pavlovian_phase	9	3	0	0	1	0	1
RS33	Pavlovian_phase	10	2	55	0	0	1	0
RS33	Pavlovian_phase	11	2	62	0	0	1	0
RS33	Pavlovian_phase	12	3	0	0	1	0	1
RS33	Pavlovian_phase	13	2	76	0	0	1	0
RS33	Pavlovian_phase	14	3	0	0	1	0	1
RS33	Pavlovian_phase	15	2	64	0	0	1	0
RS33	Pavlovian_phase	16	2	84	1	0	0	0
RS33	Pavlovian_phase	17	2	82	1	0	0	0
RS33	Pavlovian_phase	18	2	81	0	0	1	0
RS33	Pavlovian_phase	19	2	39	0	0	1	0
RS33	Pavlovian_phase	20	2	52	1	0	0	0
RS33	Pavlovian_phase	21	3	0	0	1	0	1
RS33	Pavlovian_phase	22	2	99	0	0	1	0
RS33	Pavlovian_phase	23	2	74	1	0	0	0
RS33	Pavlovian_phase	24	2	60	0	0	1	0
RS33	Pavlovian_phase	25	3	0	0	1	0	1
RS33	Pavlovian_phase	26	2	73	1	0	0	0
RS33	Pavlovian_phase	27	3	0	0	1	0	1
RS33	Pavlovian_phase	28	3	0	0	1	0	1
RS33	Extinction_phase	29	2	100	0	0	1	0
RS33	Extinction_phase	30	2	54	0	0	1	0
RS33	Extinction_phase	31	2	53	1	0	0	0
RS33	Extinction_phase	32	2	100	0	1	0	0
RS33	Extinction_phase	33	2	57	1	0	0	0
RS33	Extinction_phase	34	2	55	0	0	1	0
RS33	Extinction_phase	35	1	0	1	0	0	0
RS33	Extinction_phase	36	1	0	1	0	0	0
RS33	Extinction_phase	37	1	0	0	0	1	0
RS33	Extinction_phase	38	1	0	0	1	0	0
RS33	Extinction_phase	39	1	0	0	1	0	0
RS33	Extinction_phase	40	1	0	1	0	0	0
RS33	Extinction_phase	41	1	0	0	1	0	0
RS33	Extinction_phase	42	1	0	0	0	1	0
RS33	Extinction_phase	43	1	0	0	1	0	0
RS33	Extinction_phase	44	1	0	0	1	0	0
RS33	Extinction_phase	45	1	0	0	1	0	0
RS33	Extinction_phase	46	1	0	0	1	0	0
RS34	Pavlovian_phase	1	3	0	0	1	0	1
RS34	Pavlovian_phase	2	2	89	1	0	0	0
RS34	Pavlovian_phase	3	2	91	1	0	0	0
